Effect List,Effect List,Effect,Effect,Effect,Effect,Effect,Effect,Effect,Effect,,,,,
1380,BUFF_TK_BlessingPhaStah,3157,,,,,,,,,,,,
1388,BUFF_TK_PowerBuff,3158,,,,,,,,,,,,
1405,AOE_TK_EldrytchAura,3159,,,,,,,,,,,,
1414,BUFF_TK_GlyphTether,3160,,,,,,,,,,,,
1431,AOE_TK_RakmoseFavor,3161,,,,,,,,,,,,
1449,BUFF_TK_RakmoseFavor,3162,,,,,,,,,,,,
1451,FIG_BUFF_TK_Favor,3163,,,,,,,,,,,,
1452,AOE_TK_RakmoseDisfavor,3164,,,,,,,,,,,,
1461,FIG_BUFF_TK_Disfavor,3165,,,,,,,,,,,,
1467,BUFF_TK_RakmoseDisfavor,3166,,,,,,,,,,,,
1470,CONE_TK_WhirlingSands,3167,,,,,,,,,,,,
1478,BUFF_TK_Empowerment,3168,,,,,,,,,,,,
1480,BUFF_TK_CloakofSands,3169,,,,,,,,,,,,
1486,CONE_TK_ NuclearSandbomb,3170,,,,,,,,,,,,
1487,Cast_Skull of the Foe,3171,,,,,,,,,,,,
1503,AOE_Skull of the Foe,3172,,,,,,,,,,,,
1505,Impact_Skull of the Foe,3173,,,,,,,,,,,,
1508,CAST_Embalming_A,3174,,,,,,,,,,,,
1513,CAST_Embalming_B,3175,,,,,,,,,,,,
1514,CAST_Embalming_C,3176,,,,,,,,,,,,
1516,CRE_Mastabas_Mist,3177,,,,,,,,,,,,
1551,Cast_Mastabas_Entomb,3178,,,,,,,,,,,,
1552,LOOP_Aura_Death,3179,,,,,,,,,,,,
1560,LOOP_Death Swarm,3180,,,,,,,,,,,,
1583,LOOP_Scarab Swarm,3181,914,,,,,,,,,,,
1586,LOOP_Tomb Swarm,3182,,,,,,,,,,,,
1592,CAST_Cloak of Dunes_Appear,3183,914,,,,,,,,,,,
1593,CAST_Cloak of Dunes_Disappear,3184,,,,,,,,,,,,
1594,CAST_Cloak of Dunes_Persistant,3185,913,,,,,,,,,,,
1602,LOOP_Cloak of Dunes_Persistant,3186,,,,,,,,,,,,
1612,CAST_Mastabas_Whirl Wind,3187,,,,,,,,,,,,
1638,PROJ_Mastabas_Whirl Wind,3188,,,,,,,,,,,,
1645,Impact_Mastabas_Whirl Wind,3189,,,,,,,,,,,,
2005,AOE_DW_InevitableDoom_Pulse,3190,,,,,,,,,,,,
2035,AOE_TK_GustofWind,3191,,,,,,,,,,,,
2036,CONE_TK_DesertBlast,3192,,,,,,,,,,,,
2042,Lich_CAST_WeightofSouls,3193,,,,,,,,,,,,
2056,Lich_DBUF_WeightofSouls,3194,,,,,,,,,,,,
2059,Lich_IMPACT_SkellySpear,3195,,,,,,,,,,,,
2062,Lich_PROJ_SkellySpear,3196,,,,,,,,,,,,
2073,Lich_AOE_SandWhirlwind,3197,,,,,,,,,,,,
2084,Lich_IMPACT_SandWhirlwind,3198,,,,,,,,,,,,
2108,AOE_CH_RendingBlade,3199,,,,,,,,,,,,
2122,ATK_TK_Lacerate,3200,,,,,,,,,,,,
2128,BUFF_TK_DesertAdvantage,3201,,,,,,,,,,,,
2288,BUFF_TK_DesertEmpowerment,3202,,,,,,,,,,,,
1897,CAST_TK_CasketPillar,3203,,,,,,,,,,,,
1898,IMPACT_TK_Squawk,3204,,,,,,,,,,,,
1899,IMPACT_TK_Lacerate,3205,,,,,,,,,,,,
1900,CONE_TK_Squawk,3206,,,,,,,,,,,,
1901,PROP_TK_Jar_Grenade,3207,,,,,,,,,,,,
1902,PROJ_TK_Jar_Grenade,3208,,,,,,,,,,,,
1903,CAST_JAR_Appear,3209,,,,,,,,,,,,
1904,PET_Scarab Swarm,3210,,,,,,,,,,,,
1905,Impact_Curse,3211,,,,,,,,,,,,
1906,BUFF_Curse Immunity,3212,,,,,,,,,,,,
1907,CAST_Mastabas_Suck in,3213,,,,,,,,,,,,
1908,ATK_Mastabas_Explosion,3214,,,,,,,,,,,,
1909,Cast_Curse of Twilight,3215,,,,,,,,,,,,
1910,Impact_Curse of Twilight,3216,,,,,,,,,,,,
1911,PROJ_REV_Curse of Twilight,3217,,,,,,,,,,,,
1912,Cast_Odji's Corruption,3218,,,,,,,,,,,,
1913,Impact_Odji's Corruption,3219,,,,,,,,,,,,
1914,LOOP_Odji's Corruption,3220,,,,,,,,,,,,
1915,Cast_Breath of Akhom,3221,,,,,,,,,,,,
1916,Impact_Breath of Akhom,3222,,,,,,,,,,,,
1917,LOOP_Breath of Akhom,3223,,,,,,,,,,,,
1918,Cast_Neferra's Frailty,3224,,,,,,,,,,,,
1919,Impact_Neferra's Frailty,3225,,,,,,,,,,,,
1920,LOOP_Neferra's Frailty,3226,,,,,,,,,,,,
1921,LOOP_Neferra's Frailty,3227,,,,,,,,,,,,
1922,Impact_Curse of the Outcast,3228,,,,,,,,,,,,
1923,LOOP_Curse of the Outcast,3229,,,,,,,,,,,,
1924,AoE_RvR_DevineFavorAltar,3230,,,,,,,,,,,,
1925,CAST_TK_Charge,3231,,,,,,,,,,,,
1926,BUFF_TK_ChargeTrail,3232,,,,,,,,,,,,
1927,ICON_NPC_Quest_Repeatable,3233,,,,,,,,,,,,
1928,TK_PtoP_Spiritbeam,3234,,,,,,,,,,,,
1929,Word of Death,3235,3236,3237,,,,,,,,,,
1930,TK_LOOP_GoodbeamFont,3238,,,,,,,,,,,,
1931,TK_LOOP_BadbeamFont,3239,,,,,,,,,,,,
1932,TK_LOOP_SpiritbeamFont,3240,,,,,,,,,,,,
1933,CONE_TK_MagicCleave,3241,,,,,,,,,,,,
1934,IMPACT_TK_MagicCleave,3242,,,,,,,,,,,,
1935,TK_CONE_CrushingBlow,3243,,,,,,,,,,,,
1936,amb_DustWhirlwind,3244,,,,,,,,,,,,
1937,BUILD_TK_WordofDeath,3245,,,,,,,,,,,,
1938,FIG_GHOST_TK_WordofDeath,3246,,,,,,,,,,,,
1939,IMPACT_TK_WordofDeath,3247,,,,,,,,,,,,
1940,AOE_EM_LOOP_RainofFire,3248,,,,,,,,,,,,
1941,ATK_CH_ThunderousBlow,3249,,,,,,,,,,,,
1942,TK_AOE_LocustSwarm,3251,,,,,,,,,,,,
1943,TK_Impact_LocustSwarm,3252,,,,,,,,,,,,
1944,Ground_Caltrop,583,,,,,,,,,,,,
1945,CAST_CounterOffensive,3253,,,,,,,,,,,,
1946,Impact_CounterOffensive,3254,,,,,,,,,,,,
1947,Cast_Ranged_Reflect,3255,,,,,,,,,,,,
1948,Impact_Ranged_Reflect,3256,,,,,,,,,,,,
1949,CAST_Solid Strike,3257,,,,,,,,,,,,
1950,Impact_Solid Strike,3258,,,,,,,,,,,,
1951,LOOP_Empowering_SepulcherEternity,3259,,,,,,,,,,,,
1952,BUFF_Empowering_SepulcherEternity,3260,3261,,,,,,,,,,,
1953,LOOP_Air_GoldDust_GoldenGolem,3262,,,,,,,,,,,,
1954,LOOP_GoldDust_GoldenGolem,3263,,,,,,,,,,,,
1955,LOOP_MagicRift,3264,,,,,,,,,,,,
1956,ATK_Charge_GoldenGolem,3265,,,,,,,,,,,,
1957,Impact_Charge_GoldenGolem,3266,,,,,,,,,,,,
1958,AOE_Ushabti_SpinStrike,3267,,,,,,,,,,,,
1959,Impact_Ushabti_SpinStrike,3268,,,,,,,,,,,,
1960,IMPACT_TK_DeathSwarm,3269,,,,,,,,,,,,
1961,BOSS_BUILD_TK_DeathSwarmHand,3270,,,,,,,,,,,,
1962,BOSS_BUILD_TK_DeathSwarm,3271,,,,,,,,,,,,
1963,CAST_TK_DeathSwarm(Moving Dust Mound),3272,,,,,,,,,,,,
1964,CRE_TK_DeathSwarm,3273,,,,,,,,,,,,
1965,BUFF_TK_DeathSwarm,3274,,,,,,,,,,,,
1966,BOSS_AOE_TK_GroundSmash,3275,915,,,,,,,,,,,
1967,BOSS_IMPACT_TK_BackhandSlap,3276,,,,,,,,,,,,
1968,BOSS_CONE_TK_BackhandSlap,3277,,,,,,,,,,,,
1969,BOSS_CONE_TK_SuckIn,3278,,,,,,,,,,,,
1970,DEBUFF_TK_TombRot,3279,,,,,,,,,,,,
1971,AOE_TK_GreatVengeance,3280,,,,,,,,,,,,
1972,BUILD_TK_GreatVengeance,3281,,,,,,,,,,,,
1973,PROJ_TK_GreatVengeance,3282,,,,,,,,,,,,
1974,IMPACT_TK_GreatVengeance,3283,,,,,,,,,,,,
1975,TEST_PROJ_ProjectileTrails,3284,,,,,,,,,,,,
1976,AMB_dustdevil_01,3285,,,,,,,,,,,,
1977,AMB_dustdevil_02,3286,,,,,,,,,,,,
1978,TK_Impact_StatueTantrum,3287,,,,,,,,,,,,
1979,PtoP_TK_SunTouch,3288,,,,,,,,,,,,
1980,PROP_SteamTankWhistle,3289,,,,,,,,,,,,
1981,CAST_TK_Mirage,3290,,,,,,,,,,,,
1982,BUFF_TK_Mirage,3291,,,,,,,,,,,,
1983,CAST_TK_CurseofAsp,3292,,,,,,,,,,,,
1984,CAST_TK_CurseofJackal,3293,,,,,,,,,,,,
1985,CAST_TK_CurseofVulture,3294,,,,,,,,,,,,
1986,DEBUFF_TK_CurseofAsp,3295,,,,,,,,,,,,
1987,DEBUFF_TK_CurseofJackal,3296,,,,,,,,,,,,
1988,DEBUFF_TK_CurseofVulture,3297,,,,,,,,,,,,
1989,BUFF_TK_HierophantShield,3298,,,,,,,,,,,,
1990,BUFF_TK_ShieldBreaker,3299,,,,,,,,,,,,
1991,IMPACT_TK_ShieldDisplacement,3300,,,,,,,,,,,,
1992,PtoP_TK_RefractingDarkness,3301,,,,,,,,,,,,
1993,IMPACT_TK_ResTether,3302,,,,,,,,,,,,
1994,PtoP_TKResTether,3303,,,,,,,,,,,,
1995,CAST_TK_EmbalmShield,3304,,,,,,,,,,,,
1996,BUFF_TK_EmbalmShield_P1,3305,,,,,,,,,,,,
1997,BUFF_TK_EmbalmShield_P2,3306,,,,,,,,,,,,
1998,BUFF_TK_EmbalmShield_P3,3307,,,,,,,,,,,,
1999,BUFF_TK_EmbalmShield_P4,3308,,,,,,,,,,,,
3000,BUFF_TK_EmbalmShield_P5,3309,,,,,,,,,,,,
3001,PtoP_TK_EmbalmingTether,3310,,,,,,,,,,,,
3002,IMPACT_TK_EmbalmingTether,3311,,,,,,,,,,,,
3003,CAST_TK_BallistaBig,3312,,,,,,,,,,,,
3004,AOE_TK_BallistaBig,3313,,,,,,,,,,,,
3005,CAST_TK_UsiriansDevastation,3314,,,,,,,,,,,,
3006,IMPACT_TK_UsiriansDevastation,3315,,,,,,,,,,,,
3007,AOE_TK_LargeMagicStrike,3316,,,,,,,,,,,,
3008,CAST_TK_LargeMagicStrike,3317,,,,,,,,,,,,
3009,BUILD_TK_LargeMagicStrike,3318,3317,,,,,,,,,,,
3010,TK_IMPACT_Poison,3319,,,,,,,,,,,,
3011,PtoP_TS_ImpoverishSoul,3322,3320,3321,,,,,,,,,,
3012,Impact_TS_ImpoverishSoul,3323,,,,,,,,,,,,
3013,CAST_TS_ClawSwipe,3324,,,,,,,,,,,,
3014,Impact_TS_ClawSwipe,3325,,,,,,,,,,,,
3015,Impact_TS_ParalyzingPoison,3326,,,,,,,,,,,,
3016,Impact_TS_BurningPoison,3327,,,,,,,,,,,,
3017,PROP_TK_Bone,3328,,,,,,,,,,,,
3018,PROJ_TK_Bone,3329,,,,,,,,,,,,
3019,PROP_TK_Bottle,3330,,,,,,,,,,,,
3020,PROJ_TK_Bottle,3331,,,,,,,,,,,,
3021,Impact_TK_Bottle,3332,,,,,,,,,,,,
3022,Cast_Summon_Skeleton,3333,,,,,,,,,,,,
3023,Build_TS_Infestation,3334,,,,,,,,,,,,
3024,Cast_TS_Infestation,3335,,,,,,,,,,,,
3025,ATK_TK_Stomp,3336,914,,,,,,,,,,,
3026,DEBUFF_TK_CripplingEnmity,3337,,,,,,,,,,,,
3027,GEN_Footdust_Sand_L,3338,,,,,,,,,,,,
3028,GEN_Footdust_Sand_R,3339,,,,,,,,,,,,
3029,TK_ICON_Glyph_Ank,3340,,,,,,,,,,,,
3030,TK_ICON_Glyph_Boat,3341,,,,,,,,,,,,
3031,TK_ICON_Glyph_Horse,3342,,,,,,,,,,,,
3032,TK_ICON_Glyph_Post,3343,,,,,,,,,,,,
3033,TK_ICON_Glyph_Pot,3344,,,,,,,,,,,,
3034,TK_ICON_Glyph_Scarab,3345,,,,,,,,,,,,
3035,TK_ICON_Glyph_Scorpion,3346,,,,,,,,,,,,
3036,TK_ICON_Glyph_Skull,3347,,,,,,,,,,,,
3037,TK_ICON_Glyph_Wheat,3348,,,,,,,,,,,,
3038,TK_ICON_Glyph_Bird,3349,,,,,,,,,,,,
3039,DOT_TK_RiverMortis,3350,,,,,,,,,,,,
3040,IMPACT_TK_SunTouch,3351,,,,,,,,,,,,
3041,DEBUFF_TK_WeightoftheGods,3352,,,,,,,,,,,,
3042,CRE_TK_CelestialOrb_sun,3353,,,,,,,,,,,,
3043,CRE_TK_CelestialOrb_moon,3354,,,,,,,,,,,,
3044,IMPACT_TK_RefractingDarkness,3355,,,,,,,,,,,,
3045,IMPACT_TK_ShieldBreaker,3356,,,,,,,,,,,,
3046,AOE_TK_ShieldBreaker,3357,,,,,,,,,,,,
3047,CAST_TK_ShieldBreaker,3358,,,,,,,,,,,,
3048,Aura_TK_VulnerableFist,3359,,,,,,,,,,,,
3049,BUILD_TK_CasketofSouls,3360,,,,,,,,,,,,
3050,Gen_TK_Dust_Chunks_A,3361,,,,,,,,,,,,
3051,Gen_TK_Dust_Chunks_B,3362,,,,,,,,,,,,
3052,AOE_GS_YerAWeakling,3363,,,,,,,,,,,,
3053,BUFF_GEN_MagicAbsorbshield,3364,,,,,,,,,,,,
3054,GEN_SpeedofBlowingWinds,3365,,,,,,,,,,,,
3055,BUFF_TK_ScarabShield,3366,,,,,,,,,,,,
3056,CAST_TK_MagicCleave,3367,,,,,,,,,,,,
3057,PBAE_HE_WindBlast,3368,,,,,,,,,,,,
3058,AOE_HE_Lifetap_EnergyOfVaul,3369,,,,,,,,,,,,
3059,IMPACT_HE_Lifetap_EnergyOfVaul,3370,,,,,,,,,,,,
3060,HEAL_HE_Lifetap_EnergyOfVaul,3371,,,,,,,,,,,,
3061,AOE_GS_Lifetap_ForyOfDaGreen,3372,,,,,,,,,,,,
3062,IMPACT_GS_Lifetap_ForyOfDaGreen,3373,,,,,,,,,,,,
3063,Heal_GS_Lifetap_ForyOfDaGreen,3374,,,,,,,,,,,,
3064,SCN_FallingDarkOrb on head node,3375,3376,,,,,,,,,,,
3065,CAST_TK_CasketSingle,3377,,,,,,,,,,,,
3066,GEN_IMPACT_GreenElectric,3378,,,,,,,,,,,,
3067,SPEC_WolfGreenEyes,3379,,,,,,,,,,,,
3068,SPEC_LionGreenEyes,3380,,,,,,,,,,,,
3069,MNST_Cast_Beast_Charge,3381,,,,,,,,,,,,
3070,MNST_Impact_Beast_Charge,3382,,,,,,,,,,,,
3071,MNST_Impact_Beasts_Bite_Large,3383,,,,,,,,,,,,
3072,MNST_Impact_Beasts_Bite_Small,3384,,,,,,,,,,,,
3073,MNST_Impact_Beasts_ClawSwipe_DD,3385,,,,,,,,,,,,
3074,MNST_Impact_Beasts_ClawSwipe_LtR,3386,,,,,,,,,,,,
3075,MNST_Impact_Beasts_ClawSwipe_RtL,3387,,,,,,,,,,,,
3076,MNST_Impact_Beasts_ClawSwipe_V,3388,,,,,,,,,,,,
3077,MNST_Impact_Beasts_Gore,3389,,,,,,,,,,,,
3078,MNST_Impact_Beasts_Gore_single,3390,,,,,,,,,,,,
3079,MNST_Cast_Beasts_Tailwhip,3391,,,,,,,,,,,,
3080,MNST_Impact_Beasts_Tailwhip,3392,,,,,,,,,,,,
3081,MNST_LOOP_Beast_FrothyMouth,3393,,,,,,,,,,,,
3082,MNST_LOOP_Beast_Rage,3394,,,,,,,,,,,,
3083,MNST_TIC_Beast_Bleed,3395,,,,,,,,,,,,
3084,BOSS_WHUNT_Winterschill,3396,,,,,,,,,,,,
3085,BOSS_WHUNT_Transform,3397,,,,,,,,,,,,
3086,BOSS_WHUNT_AOE_IMPACT_Winterschill,3398,,,,,,,,,,,,
3087,SPEC_HoundGreenEyes,3399,,,,,,,,,,,,
3088,BUILD_EM_HEAL_HammerGlow_Offhand,3400,,,,,,,,,,,,
3089,MNST_AOE_Natu_SapAttack,3401,,,,,,,,,,,,
3090,MNST_BUFF_Natu_Moonlight,3402,,,,,,,,,,,,
3091,MNST_BUFF_Natu_ThornShield,3403,,,,,,,,,,,,
3092,MNST_DEBUFF_Natu_Hallucinate,3404,,,,,,,,,,,,
3093,MNST_DEBUFF_Natu_LeafWind,3405,,,,,,,,,,,,
3094,MNST_IMPACT_Natu_Pollen,3406,,,,,,,,,,,,
3095,MNST_IMPACT_Natu_RootAttack,3407,3408,,,,,,,,,,,
3096,MNST_IMPACT_Natu_Thorns,3409,,,,,,,,,,,,
3097,MNST_Natu_HealLow,3410,,,,,,,,,,,,
3098,MNST_Natu_HealMed,3411,,,,,,,,,,,,
3099,MNST_PROJ_Natu_SapAttack,3412,,,,,,,,,,,,
3100,MNST_PROJ_Natu_Thorns,3413,,,,,,,,,,,,
3101,MNST_SNARE_Natu_Vines,3414,,,,,,,,,,,,
3102,BOSS_BUFF_EnergyIn_Hound,3415,,,,,,,,,,,,
3103,BOSS_BUFF_EnergyIn_Lion,3416,,,,,,,,,,,,
3104,BOSS_BUFF_EnergyIn_Wolf,3417,,,,,,,,,,,,
3105,BUFF_Aspect_Hound,3418,,,,,,,,,,,,
3106,BUFF_Aspect_Lion,3419,,,,,,,,,,,,
3107,BUFF_Aspect_Wolf,3420,,,,,,,,,,,,
3108,Cast_WildH_Stage_Transition,3421,,,,,,,,,,,,
3109,LOOP_DeBUF_Curse_Beast,3422,,,,,,,,,,,,
3110,CAST_WHunt_SpiteSpawn,3423,,,,,,,,,,,,
3111,IMPACT_WHunt_SporePod,3424,,,,,,,,,,,,
3112,PROJ_WHunt_SporePod,3425,,,,,,,,,,,,
3113,AOE_WHunt_SporeMine,3426,,,,,,,,,,,,
3114,BUILD_WHunt_JavelinThrow,3427,3428,,,,,,,,,,,
3115,CAST_WHunt_JavelinThrow,3429,,,,,,,,,,,,
3116,CAST_WHunt_JavelinShadow,3430,,,,,,,,,,,,
3117,AOE_WHunt_JavelinExplosion,3431,,,,,,,,,,,,
3118,LINE_WHunt_PortalCrossfire,3432,,,,,,,,,,,,
3119,MNST_WH_StagAura,3433,,,,,,,,,,,,
3120,MNST_FIG_SpitSnare,3434,,,,,,,,,,,,
3121,MNST_GEN_DoubleGiantStomp,3435,,,,,,,,,,,,
3122,MNST_GEN_GiantFall,3436,,,,,,,,,,,,
3123,MNST_GEN_GiantSwipe(Auto2),3437,,,,,,,,,,,,
3124,MNST_GEN_IMPACT_Giant Spit,3438,,,,,,,,,,,,
3125,MNST_GEN_SingleGiantStomp,3439,,,,,,,,,,,,
3126,ANIM_PROP_WildHuntHorn_01,3440,913,,,,,,,,,,,
3127,ANIM_PROP_WildHuntHorn_02,3441,913,,,,,,,,,,,
3128,MNST_GEN_GiantTantrum,3442,,,,,,,,,,,,
3129,BUFF_GEN_ResurrectionBuff,3443,,,,,,,,,,,,
3130,BUFF_GEN_Resurrection&HealBuff,3444,,,,,,,,,,,,
3131,ICON_NPC_LiveEvent,3445,,,,,,,,,,,,
3132,GEN_BUFF_CoreStats,3446,,,,,,,,,,,,
3133,BOSS_WHUNT_Leafdeath,3447,3246,,,,,,,,,,,
3134,GEN_SummoningStone,3448,,,,,,,,,,,,
3135,GEN_CAST_SummoningStone,3449,,,,,,,,,,,,
3136,FIG_GHOST_WHUNT_Green,3450,,,,,,,,,,,,
3137,LOOP_WildH_Stage_Transition,3451,,,,,,,,,,,,
3138,BUFF_EM_CCImmunity,3452,3453,,,,,,,,,,,
3139,BUFF_EM_FIG_CCImmunity,3453,,,,,,,,,,,,
3140,SPEC_WHUNT_PortalExplosion,3454,,,,,,,,,,,,
3141,Death_Vamp_Burnout,3455,,,,,,,,,,,,
3142,PROJ_GEN_WebBall,3456,3458,3457,,,,,,,,,,
3143,ATK_Vamp_DrainLife,3459,,,,,,,,,,,,
3144,Buff_Vamp_DrainLife,3460,,,,,,,,,,,,
3145,Cast_Vamp_ChangeForm,3461,,,,,,,,,,,,
3146,Cast_Vamp_Messmerize,3462,,,,,,,,,,,,
3147,CAST_Vamp_PhaseOut,3463,,,,,,,,,,,,
3148,Heal_Vamp_Regen,3464,,,,,,,,,,,,
3149,Impact_Vamp_Bite,3465,,,,,,,,,,,,
3150,Loop_Vamp_Confusion,3466,,,,,,,,,,,,
3151,Loop_Vamp_Messmerize,3467,,,,,,,,,,,,
3152,PROJ_Vamp_DrainLife,3468,3472,,,,,,,,,,,
3153,PtoP_Impact_Vamp_DrainLife,3469,,,,,,,,,,,,
3154,PtoP_Vamp_DrainLife,3470,,,,,,,,,,,,
3155,AOE_Vamp_PhaseOut,3471,,,,,,,,,,,,
3156,MNST_IMPACT_WebbingDebuf,3473,,,,,,,,,,,,
3157,MNST_GEN_SpiderEggSac,3474,,,,,,,,,,,,
3158,MNST_ATK_WebConeShot,3475,,,,,,,,,,,,
3159,MNST_AOE_WebBlast,3476,,,,,,,,,,,,
3160,MNST_ATK_DoubleLegSwipe,3477,,,,,,,,,,,,
3161,MNST_IMPACT_DoubleLegSwipe,3478,,,,,,,,,,,,
3162,MNST_ATK_LegSwipe,3479,,,,,,,,,,,,
3163,MNST_IMPACT_LegSwipe,3480,,,,,,,,,,,,
3164,MNST_FIG_DBUF_PoisonBite,3481,,,,,,,,,,,,
3165,MNST_ATK_PoisonBite,3482,,,,,,,,,,,,
3166,MNST_PROJ_PoisonGlob,3483,3485,3484,,,,,,,,,,
3167,MNST_IMPACT_PoisonGlob,3486,,,,,,,,,,,,
3168,MNST_ATK_Leap,3487,,,,,,,,,,,,
3169,MNST_ATK_InsectSwipe,3488,,,,,,,,,,,,
3170,MNST_MISC_Burrow,3489,,,,,,,,,,,,
3171,ICON_NPC_ArchNemesis,3490,,,,,,,,,,,,
3172,ICON_NPC_Nemesis,3491,,,,,,,,,,,,
3173,ICON_NPC_TombKings,3492,,,,,,,,,,,,
3174,MNST_ATK_Swarm,3493,,,,,,,,,,,,
3175,vfx_MNST_IMPACT_GooGlob,3494,,,,,,,,,,,,
3176,vfx_MNST_PROJ_GooGlob,3495,3484,3485,,,,,,,,,,
3177,vfx_MNST_IMPACT_AmoprhWhip,3496,,,,,,,,,,,,
3178,MNST_DBUF_GooRoot,3497,,,,,,,,,,,,
3179,Impact_Demonic_Gen_A,3498,,,,,,,,,,,,
3180,Impact_Demonic_Gen_B,3499,,,,,,,,,,,,
3181,Impact_Demonic_Gen_C,3500,,,,,,,,,,,,
3182,Impact_Demonic_Gen_D,3501,,,,,,,,,,,,
3183,Impact_Demonic_Gen_E,3502,,,,,,,,,,,,
3184,DeBuf_Demonic_Fear,3503,,,,,,,,,,,,
3185,DeBuf_Demonic_terror,3504,,,,,,,,,,,,
3186,Loop_shield_flies,3505,,,,,,,,,,,,
3187,Build_proj_Demonic_A,3506,,,,,,,,,,,,
3188,PROJ_Demonic_A,3507,,,,,,,,,,,,
3189,Buff_Head_Slanish,3508,,,,,,,,,,,,
3190,Atk_Blast_Slanish,3509,,,,,,,,,,,,
3191,Atk_Bomb_Slanish,3510,,,,,,,,,,,,
3192,Atk_Piller_Tzeentch,3511,,,,,,,,,,,,
3193,Buff_star_Tzeentch,3512,,,,,,,,,,,,
3194,Buff_Horns_Korn,3513,,,,,,,,,,,,
3195,Buff_Spikes_Korn,3514,,,,,,,,,,,,
3196,Buff_Star_Korn,3515,,,,,,,,,,,,
3197,Debuf_Worm_Nurgle,3516,,,,,,,,,,,,
3198,ATK_Worm_Nurgle,3517,,,,,,,,,,,,
3199,Impact_Worm_Nurgle,3518,,,,,,,,,,,,
3200,MNST_CAST_Und_BileSpew,3519,,,,,,,,,,,,
3201,MNST_CAST_Und_SummonUndead,3520,,,,,,,,,,,,
3202,MNST_DEBUFF_Und_Skeleton,3521,,,,,,,,,,,,
3203,MNST_IMPACT_Und_Basic01,3522,,,,,,,,,,,,
3204,MNST_IMPACT_Und_BasicSlash01,3523,,,,,,,,,,,,
3205,MNST_IMPACT_Und_BoneImpact,3524,,,,,,,,,,,,
3206,MNST_IMPACT_Und_ClawAttack1,3525,,,,,,,,,,,,
3207,MNST_IMPACT_Und_ZombieBite,3526,,,,,,,,,,,,
3208,Debuf_Flies_Swarms,3527,,,,,,,,,,,,
3209,LOOP_Flies_Swarms,3528,,,,,,,,,,,,
3210,Cone_Vomit_Disease,3529,,,,,,,,,,,,
3211,Cast_Mist_Diseased,3530,,,,,,,,,,,,
3212,Cast_Ground_Diseased,3531,,,,,,,,,,,,
3213,Cast_Ground_Diseased_Bubbling,3532,,,,,,,,,,,,
3214,DeBuf_LOOP_Disease,3533,,,,,,,,,,,,
3215,BUFF_AnniversarySpeedBoost,3536,,,,,,,,,,,,
3216,GEN_1YearAnnBanner,3537,,,,,,,,,,,,
3217,PtoP_Crystal_Beam,3538,,,,,,,,,,,,
3218,Impact_Crystal_Beam,3539,,,,,,,,,,,,
3219,PtoP_Electric_Beam,3540,,,,,,,,,,,,
3220,Impact_Electric_Beam,3541,,,,,,,,,,,,
3221,PtoP_warp_lightning,3542,,,,,,,,,,,,
3222,Impact_warp_lightning,3543,,,,,,,,,,,,
3223,Impact_Shock_Blast,3544,,,,,,,,,,,,
3224,Cast_Sparks,3545,,,,,,,,,,,,
3225,Cast_Sparks_Orange,3546,,,,,,,,,,,,
3226,Cast_Sparks_Sweep,3547,,,,,,,,,,,,
3227,Cast_Sparks_Sweep_Orange,3548,,,,,,,,,,,,
3228,Cast_ground_oil_Slick,3549,,,,,,,,,,,,
3229,Cast_Rune_Statue_A,3550,,,,,,,,,,,,
3230,PROJ_GEN_BloodthirsterSkullToss,3551,659,,,,,,,,,,,
3231,AOE_DMR_UnbridledpowerHeal,3552,,,,,,,,,,,,
3232,AOE_DMR_UnbridledpowerMelee,3553,,,,,,,,,,,,
3233,AOE_DMR_UnbridledpowerRanged,3554,,,,,,,,,,,,
3234,GEN_DBUF_Stagger,3555,,,,,,,,,,,,
3235,MNST_AoE_GooPuddle,3556,,,,,,,,,,,,
3236,MOR_ArmBuff_GS_Tantrum arms,3557,3558,,,,,,,,,,,
3237,MOR_BodyBuff_GS_Tantrum,3559,,,,,,,,,,,,
3238,MNST_DBUF_GooDebuff,3560,,,,,,,,,,,,
3239,BOSS_AOE_FireStomp,3561,,,,,,,,,,,,
3240,MNST_BUFF_Spec_SpiritTeleport,3562,,,,,,,,,,,,
3241,MNST_DEBUFF_Spec_Doom,3563,,,,,,,,,,,,
3242,MNST_DEBUFF_Spec_SoulCrush,3564,,,,,,,,,,,,
3243,MNST_DEBUFF_Spec_SoulSteal,3565,,,,,,,,,,,,
3244,MNST_DEBUFF_Spec_SyphonLife,3566,,,,,,,,,,,,
3245,MNST_IMPACT_Ele_Fireball,3567,,,,,,,,,,,,
3246,MNST_IMPACT_Ele_IceShard,3568,,,,,,,,,,,,
3247,MNST_IMPACT_Ele_LavaBomb,3569,,,,,,,,,,,,
3248,MNST_IMPACT_Ele_RockMagic,3570,,,,,,,,,,,,
3249,MNST_IMPACT_Spec_ChillingTouch,3571,,,,,,,,,,,,
3250,MNST_IMPACT_Spec_SytheSlash,3572,,,,,,,,,,,,
3251,MNST_IMPACT_Spect_EtherearSlap,3573,,,,,,,,,,,,
3252,MNST_PROJ_Ele_Fireball,3574,3584,,,,,,,,,,,
3253,MNST_PROJ_Ele_IceShard,3575,3585,,,,,,,,,,,
3254,MNST_PROJ_Ele_LavaBomb,3576,3584,3589,,,,,,,,,,
