Information,,NIF,Effect,Effect List
3089,DE_Glaive_T5_01,DE_Glaive_T5_01,,
3090,DE_Glaive_T5_02,DE_Glaive_T5_02,,
3091,DE_Glaive_T5_03,DE_Glaive_T5_03,,
3092,DE_Glaive_TE_03,DE_Glaive_TE_03,,2561
3093,DE_Shield_T5_01,DE_Shield_T5_01,,
3094,DE_Shield_T5_02,DE_Shield_T5_02,,
3095,DE_Shield_T5_03,DE_Shield_T5_03,,
3096,DE_Shield_TE_03,DE_Shield_TE_03,,2561
3097,DE_Staff_2H_T5_01,DE_Staff_2H_T5_01,,
3098,DE_Staff_2H_T5_02,DE_Staff_2H_T5_02,,
3099,DE_Staff_2H_T5_03,DE_Staff_2H_T5_03,,
3100,DE_Sword_1H_T5_01,DE_Sword_1H_T5_01,,
3101,DE_Sword_1H_T5_02,DE_Sword_1H_T5_02,,
3102,DE_Sword_1H_T5_03,DE_Sword_1H_T5_03,,
3103,DE_Sword_1H_TE_04,DE_Sword_1H_TE_04,,
3104,DE_Sword_1H_TE_06,DE_Sword_1H_TE_06,,
3105,EM_Hammer_1H_TE_03,EM_Hammer_1H_TE_03,,
3106,GS_Axe_1H_T5_01,GS_Axe_1H_T5_01,,
3107,GS_Axe_1H_T5_02,GS_Axe_1H_T5_02,,
3108,GS_Axe_1H_T5_03,GS_Axe_1H_T5_03,,
3109,GS_Axe_1H_TE_05,GS_Axe_1H_TE_05,,
3110,GS_Axe_1H_TE_06,GS_Axe_1H_TE_06,,
3111,GS_Axe_2H_T2_04,GS_Axe_2H_T2_04,,
3112,GS_Axe_2H_T3_04,GS_Axe_2H_T3_04,,
3113,GS_Axe_2H_T4_04,GS_Axe_2H_T4_04,,
3114,GS_Axe_2H_T5_01,GS_Axe_2H_T5_01,,
3115,GS_Axe_2H_T5_02,GS_Axe_2H_T5_02,,
3116,GS_Axe_2H_T5_03,GS_Axe_2H_T5_03,,
3117,GS_Axe_2H_T5_04,GS_Axe_2H_T5_04,,
3118,GS_Axe_2H_T5_05,GS_Axe_2H_T5_05,,
3119,GS_Axe_2H_TE_03,GS_Axe_2H_TE_03,,2561
3120,GS_Bow_T4_03,GS_Bow_T4_03,,
3121,GS_Bow_T4_04,GS_Bow_T4_04,,
3122,GS_Bow_T4_05,GS_Bow_T4_05,,
3123,GS_Bow_T5_01,GS_Bow_T5_01,,
3124,GS_Bow_T5_02,GS_Bow_T5_02,,
3125,GS_Bow_T5_03,GS_Bow_T5_03,,2561
3126,GS_Bow_T5_04,GS_Bow_T5_04,,
3127,GS_Bow_T5_05,GS_Bow_T5_05,,
3128,GS_Bow_TE_03,GS_Bow_TE_03,,
3129,GS_Choppa_1H_TE_05,GS_Choppa_1H_TE_05,,
3130,GS_Choppa_1H_TE_06,GS_Choppa_1H_TE_06,,2569
3131,GS_Hammer_2H_T5_01,GS_Hammer_2H_T5_01,,
3132,GS_Hammer_2H_T5_02,GS_Hammer_2H_T5_02,,
3133,GS_Hammer_2H_T5_03,GS_Hammer_2H_T5_03,,
3134,GS_Shield_T5_01,GS_Shield_T5_01,,
3135,GS_Shield_T5_02,GS_Shield_T5_02,,
3136,GS_Shield_T5_03,GS_Shield_T5_03,,
3137,GS_Shield_T5_04,GS_Shield_T5_04,,
3138,GS_Shield_T5_05,GS_Shield_T5_05,,
3139,GS_Shield_TE_03,GS_Shield_TE_03,,2561
3140,GS_Spear_T4_04,GS_Spear_T4_04,,
3141,GS_Spear_T4_05,GS_Spear_T4_05,,
3142,GS_Staff_T4_05,GS_Staff_T4_05,,
3143,GS_Staff_T5_01,GS_Staff_T5_01,,
3144,GS_Staff_T5_02,GS_Staff_T5_02,,
3145,GS_Staff_T5_03,GS_Staff_T5_03,,
3146,GS_Staff_T5_04,GS_Staff_T5_04,,
3147,GS_Staff_T5_05,GS_Staff_T5_05,,
3148,WORLD OBJ ch_bloodthirster_altar_01,ch_bloodthirster_altar_01,,
3149,WORLD OBJ ch_bloodthirster_altar_02,ch_bloodthirster_altar_02,,
3150,NPC_EM_Tool_Hoe_01,NPC_EM_Tool_Hoe_01,,
3151,NPC_EM_Tool_Knife_01,NPC_EM_Tool_Knife_01,,
3152,NPC_EM_Tool_Mallet_01,NPC_EM_Tool_Mallet_01,,
3153,CH_Axe_1H_T5_04,CH_Axe_1H_T5_04,,
3154,CH_Axe_1H_T5_05,CH_Axe_1H_T5_05,,
3155,CH_Axe_1H_TE_03,CH_Axe_1H_TE_03,,
3156,CH_Axe_1H_TE_05,CH_Axe_1H_TE_05,,2561
3157,CH_Axe_1H_TE_06,CH_Axe_1H_TE_06,,
3158,CH_Dagger_T2_04,CH_Dagger_T2_04,,
3159,CH_Dagger_T4_05,CH_Dagger_T4_05,,
3160,CH_Dagger_T5_04,CH_Dagger_T5_04,,2561
3161,CH_Dagger_T5_05,CH_Dagger_T5_05,,
3162,CH_Fetish_T4_03,CH_Fetish_T4_03,,
3163,CH_Fetish_T4_04,CH_Fetish_T4_04,,
3164,CH_Mace_1H_T3_02,CH_Mace_1H_T3_02,,
3165,CH_Mace_1H_T5_02,CH_Mace_1H_T5_02,,
3166,CH_Mace_1H_T5_03,CH_Mace_1H_T5_03,,
3167,CH_Pick_1H_T3_02,CH_Pick_1H_T3_02,,
3168,CH_Shield_T3_05,CH_Shield_T3_05,,
3169,CH_Shield_T4_02,CH_Shield_T4_02,,
3170,CH_Shield_T4_03,CH_Shield_T4_03,,
3171,CH_Shield_T4_04,CH_Shield_T4_04,,
3172,CH_Shield_T4_05,CH_Shield_T4_05,,
3173,CH_Shield_T5_03,CH_Shield_T5_03,,
3174,CH_Shield_T5_04,CH_Shield_T5_04,,
3175,CH_Shield_T5_05,CH_Shield_T5_05,,
3176,CH_Staff_T5_04,CH_Staff_T5_04,,
3177,CH_Staff_T5_05,CH_Staff_T5_05,,
3178,CH_Sword_1H_T2_04,CH_Sword_1H_T2_04,,
3179,CH_Sword_1H_T2_05,CH_Sword_1H_T2_05,,
3180,CH_Sword_1H_T3_04,CH_Sword_1H_T3_04,,
3181,DE_Chalice_T1_03,DE_Chalice_T1_03,,
3182,DE_Chalice_T2_04,DE_Chalice_T2_04,,
3183,DE_Chalice_T3_04,DE_Chalice_T3_04,,
3184,DE_Chalice_T3_05,DE_Chalice_T3_05,,
3185,DE_Chalice_T4_03,DE_Chalice_T4_03,,
3186,DE_Chalice_T4_04,DE_Chalice_T4_04,,
3187,DE_Chalice_T4_05,DE_Chalice_T4_05,,
3188,DE_Chalice_T5_04,DE_Chalice_T5_04,,
3189,DE_Chalice_T5_05,DE_Chalice_T5_05,,
3190,DE_Glaive_T1_03,DE_Glaive_T1_03,,
3191,DE_Glaive_T2_03,DE_Glaive_T2_03,,
3192,DE_Glaive_T2_04,DE_Glaive_T2_04,,
3193,DE_Glaive_T3_04,DE_Glaive_T3_04,,
3194,DE_Glaive_T3_05,DE_Glaive_T3_05,,
3195,DE_Glaive_T4_03,DE_Glaive_T4_03,,
3196,DE_Glaive_T4_04,DE_Glaive_T4_04,,
3197,DE_Glaive_T4_05,DE_Glaive_T4_05,,
3198,DE_Glaive_T5_04,DE_Glaive_T5_04,,
3199,DE_Glaive_T5_05,DE_Glaive_T5_05,,
3200,DE_Shield_T1_03,DE_Shield_T1_03,,
3201,DE_Shield_T2_03,DE_Shield_T2_03,,
3202,DE_Shield_T2_04,DE_Shield_T2_04,,
3203,DE_Shield_T3_03,DE_Shield_T3_03,,
3204,DE_Shield_T3_04,DE_Shield_T3_04,,
3205,DE_Shield_T3_05,DE_Shield_T3_05,,
3206,DE_Shield_T4_02,DE_Shield_T4_02,,
3207,DE_Shield_T4_03,DE_Shield_T4_03,,
3208,DE_Shield_T4_04,DE_Shield_T4_04,,
3209,GS_Spear_T5_01,GS_Spear_T5_01,,
3210,GS_Spear_T5_02,GS_Spear_T5_02,,
3211,CH_Staff_T5_01,CH_Staff_T5_01,,2561
3212,CH_Staff_T5_02,CH_Staff_T5_02,,
3213,CH_Staff_T5_03,CH_Staff_T5_03,,
3214,CH_Sword_2H_TE_01,CH_Sword_2H_TE_01,,2561
3215,CH_Sword_2H_TE_02,CH_Sword_2H_TE_02,,
3216,DE_Shield_T4_05,DE_Shield_T4_05,,
3217,DE_Shield_T5_04,DE_Shield_T5_04,,
3218,DE_Shield_T5_05,DE_Shield_T5_05,,
3219,DE_Staff_T5_04,DE_Staff_T5_04,,
3220,DE_Staff_T5_05,DE_Staff_T5_05,,
3221,DE_Sword_1H_T3_05,DE_Sword_1H_T3_05,,
3222,DE_Sword_1H_T4_04,DE_Sword_1H_T4_04,,
3223,DE_Sword_1H_T4_05,DE_Sword_1H_T4_05,,
3224,DE_Sword_1H_T5_04,DE_Sword_1H_T5_04,,
3225,DE_Sword_1H_T5_05,DE_Sword_1H_T5_05,,
3226,DE_Sword_1H_TE_05,DE_Sword_1H_TE_05,,2561
3227,DE_Sword_1H_TE_07,DE_Sword_1H_TE_07,,
3228,DW_Spanner_1H_TE_02,DW_Spanner_1H_TE_02,,
3229,EM_Hammer_1H_T5_01,EM_Hammer_1H_T5_01,,
3230,EM_Hammer_1H_T5_02,EM_Hammer_1H_T5_02,,
3231,EM_Hammer_1H_T5_03,EM_Hammer_1H_T5_03,,
3232,EM_Hammer_2H_T5_01,EM_Hammer_2H_T5_01,,
3233,EM_Hammer_2H_T5_02,EM_Hammer_2H_T5_02,,
3234,EM_Hammer_2H_T5_03,EM_Hammer_2H_T5_03,,
3235,EM_Pistol_T5_01,EM_Pistol_T5_01,,
3236,EM_Pistol_T5_02,EM_Pistol_T5_02,,
3237,EM_Pistol_T5_03,EM_Pistol_T5_03,,
3238,EM_Pistol_TE_02,EM_Pistol_TE_02,,2561
3239,EM_Rapier_1H_T5_01,EM_Rapier_1H_T5_01,,
3240,EM_Rapier_1H_T5_02,EM_Rapier_1H_T5_02,,
3241,EM_Rapier_1H_T5_03,EM_Rapier_1H_T5_03,,
3242,GS_Axe_1H_T3_05,GS_Axe_1H_T3_05,,
3243,GS_Axe_1H_T3_06,GS_Axe_1H_T3_06,,
3244,GS_Axe_1H_T5_04,GS_Axe_1H_T5_04,,
3245,GS_Axe_1H_T5_05,GS_Axe_1H_T5_05,,
3246,GS_Axe_2H_T3_05,GS_Axe_2H_T3_05,,
3247,GS_Axe_2H_T4_05,GS_Axe_2H_T4_05,,
3248,GS_Bow_T2_03,GS_Bow_T2_03,,
3249,GS_Bow_T3_03,GS_Bow_T3_03,,
3250,GS_Bow_T3_04,GS_Bow_T3_04,,
3251,GS_Hammer_2H_TE_01,GS_Hammer_2H_TE_01,,
3252,,,,
3253,,,,
3254,GS_Spear_T5_03,GS_Spear_T5_03,,
3255,GS_Spear_TE_04,GS_Spear_TE_04,,
3256,NPC_Skaven_WarpBlade_01,NPC_Skaven_WarpBlade_01,,
3257,qi_ge_pikeHead01_smallCol,qi_ge_pikeHead01_smallCol,,
3258,DE_Dagger_1H_TE_04,DE_Dagger_1H_TE_04,,
3259,DE_Staff_2H_TE_05,DE_Staff_2H_TE_05,,2561
3260,DW_Axe_1H_TE_05,DW_Axe_1H_TE_05,,2569
3261,DW_Rifle_T5_01,DW_Rifle_T5_01,,
3262,EM_Book_T5_01,EM_Book_T5_01,,
3263,EM_Book_T5_02,EM_Book_T5_02,,
3264,EM_Book_T5_03,EM_Book_T5_03,,
3265,EM_Hammer_2H_TE_03,EM_Hammer_2H_TE_03,,2561
3266,EM_Rapier_1H_TE_04,EM_Rapier_1H_TE_04,,2561
3267,EM_Shield_T5_01,EM_Shield_T5_01,,
3268,EM_Shield_T5_02,EM_Shield_T5_02,,
3269,EM_Shield_T5_03,EM_Shield_T5_03,,
3270,EM_Shield_TE_03,EM_Shield_TE_03,,2561
3271,EM_Staff_2H_T5_01,EM_Staff_2H_T5_01,,2480
3272,EM_Staff_2H_T5_02,EM_Staff_2H_T5_02,,2480
3273,EM_Staff_2H_T5_03,EM_Staff_2H_T5_03,,2561
3274,EM_Staff_2H_TE_05,EM_Staff_2H_TE_05,,2480
3275,EM_Sword_1H_T5_01,EM_Sword_1H_T5_01,,
3276,EM_Sword_1H_T5_02,EM_Sword_1H_T5_02,,
3277,EM_Sword_1H_T5_03,EM_Sword_1H_T5_03,,
3278,EM_Sword_1H_TE_03,EM_Sword_1H_TE_03,,2561
3279,EM_Sword_2H_T5_01,EM_Sword_2H_T5_01,,
3280,EM_Sword_2H_T5_02,EM_Sword_2H_T5_02,,
3281,EM_Sword_2H_T5_03,EM_Sword_2H_T5_03,,
3282,EM_Sword_2H_TE_03,EM_Sword_2H_TE_03,,2561
3283,CH_Sword_1H_T4_04,CH_Sword_1H_T4_04,,
3284,CH_Sword_1H_TE_01,CH_Sword_1H_TE_01,,
3285,CH_Staff_2H_T1_04,CH_Staff_2H_T1_04,,
3286,CH_Staff_2H_T2_05,CH_Staff_2H_T2_05,,
3287,CH_Staff_2H_T2_06,CH_Staff_2H_T2_06,,
3288,CH_Staff_2H_T3_05,CH_Staff_2H_T3_05,,
3289,CH_Staff_2H_T3_06,CH_Staff_2H_T3_06,,
3290,CH_Staff_2H_T3_07,CH_Staff_2H_T3_07,,
3291,CH_Staff_2H_T4_01,CH_Staff_2H_T4_01,,
3292,CH_Staff_2H_T4_02,CH_Staff_2H_T4_02,,
3293,CH_Staff_2H_T4_03,CH_Staff_2H_T4_03,,
3294,CH_Staff_2H_T4_04,CH_Staff_2H_T4_04,,
3295,CH_Staff_2H_T4_05,CH_Staff_2H_T4_05,,
3296,CH_Staff_2H_T4_06,CH_Staff_2H_T4_06,,
3297,CH_Staff_2H_TE_01,CH_Staff_2H_TE_01,,
3298,CH_Staff_2H_TE_02,CH_Staff_2H_TE_02,,
3299,CH_Staff_2H_TE_03,CH_Staff_2H_TE_03,,
3300,CH_Staff_2H_TE_04,CH_Staff_2H_TE_04,,
3301,CH_Shield_T1_02,CH_Shield_T1_02,,
3302,CH_Shield_T2_02,CH_Shield_T2_02,,
3303,CH_Shield_T3_03,CH_Shield_T3_03,,
3304,CH_Pick_1H_T1_02,CH_Pick_1H_T1_02,,
3305,CH_Pick_1H_T2_02,CH_Pick_1H_T2_02,,
3306,CH_Pick_1H_T4_02,CH_Pick_1H_T4_02,,
3307,CH_Mace_1H_T2_02,CH_Mace_1H_T2_02,,
3308,CH_Mace_1H_T4_02,CH_Mace_1H_T4_02,,
3309,CH_Fetish_T1_02,CH_Fetish_T1_02,,
3310,CH_Fetish_T2_02,CH_Fetish_T2_02,,
3311,CH_Dagger_1H_T3_04,CH_Dagger_1H_T3_04,,
3312,CH_Dagger_1H_T3_05,CH_Dagger_1H_T3_05,,
3313,CH_Dagger_1H_T4_04,CH_Dagger_1H_T4_04,,
3314,CH_Axe_1H_T4_02,CH_Axe_1H_T4_02,,
3315,WORLD OBJ ch_barricade_curved_01,ch_barricade_curved_01,,
3316,WORLD OBJ ch_barricade_lg_01,ch_barricade_lg_01,,
3317,WORLD OBJ ch_barricade_lg_flag_01,ch_barricade_lg_flag_01,,
3318,WORLD OBJ ch_barricade_sm_01,ch_barricade_sm_01,,
3319,,,,
3320,,,,
3321,EM_Pistol_T1_01,EM_Pistol_T1_01,,
3322,EM_Pistol_T4_02,EM_Pistol_T4_02,,
3323,EM_rapier_1H_T3_03,EM_rapier_1H_T3_03,,
3324,EM_rapier_1H_T4_03,EM_rapier_1H_T4_03,,
3325,EM_sword_1H_T1_02,EM_sword_1H_T1_02,,
3326,EM_sword_2H_T1_02,EM_sword_2H_T1_02,,
3327,WORLD OBJ em_barricade_curved_01,em_barricade_curved_01,,
3328,WORLD OBJ em_barricade_lg_01,em_barricade_lg_01,,
3329,WORLD OBJ em_barricade_lg_flag_01,em_barricade_lg_flag_01,,
3330,WORLD OBJ em_barricade_sm_01,em_barricade_sm_01,,
3331,WORLD OBJ em_barricade_sm_flag_01,em_barricade_sm_flag_01,,
3332,WORLD OBJ ch_barricade_sm_flag_01,ch_barricade_sm_flag_01,,
3333,EM_book_1H_TE_01,EM_book_1H_TE_01,,
3334,DE_Dagger_1H_TE_01,DE_Dagger_1H_TE_01,,2561
3335,DE_Dagger_1H_TE_02,DE_Dagger_1H_TE_02,,
3336,DW_Axe_1H_T5_01,DW_Axe_1H_T5_01,,
3337,DW_Axe_1H_T5_02,DW_Axe_1H_T5_02,,
3338,DW_Axe_2H_T5_01,DW_Axe_2H_T5_01,,
3339,DW_Axe_2H_T5_02,DW_Axe_2H_T5_02,,
3340,DW_Rifle_T5_02,DW_Rifle_T5_02,,
3341,CH_Sword_1H_T3_05,CH_Sword_1H_T3_05,,
3342,CH_Sword_1H_T4_05,CH_Sword_1H_T4_05,,
3343,CH_Sword_1H_T5_04,CH_Sword_1H_T5_04,,
3344,CH_Sword_1H_T5_05,CH_Sword_1H_T5_05,,
3345,CH_Sword_1H_TE_03,CH_Sword_1H_TE_03,,
3346,CH_Sword_2H_T4_04,CH_Sword_2H_T4_04,,
3347,CH_Sword_2H_T5_04,CH_Sword_2H_T5_04,,
3348,CH_Sword_2H_TE_03,CH_Sword_2H_TE_03,,
3349,CH_Shield_T1_03,CH_Shield_T1_03,,
3350,CH_Shield_T2_03,CH_Shield_T2_03,,
3351,CH_Shield_T2_04,CH_Shield_T2_04,,
3352,CH_Shield_T3_04,CH_Shield_T3_04,,
3353,CH_Mace_1H_T4_03,CH_Mace_1H_T4_03,,
3354,CH_Fetish_T1_03,CH_Fetish_T1_03,,
3355,CH_Fetish_T2_03,CH_Fetish_T2_03,,
3356,CH_Fetish_T2_04,CH_Fetish_T2_04,,
3357,CH_Fetish_T3_03,CH_Fetish_T3_03,,
3358,CH_Fetish_T3_04,CH_Fetish_T3_04,,
3359,CH_Fetish_T3_05,CH_Fetish_T3_05,,
3360,CH_Dagger_T4_06,CH_Dagger_T4_06,,
3361,CH_Axe_1H_T1_02,CH_Axe_1H_T1_02,,
3362,CH_Axe_1H_T1_03,CH_Axe_1H_T1_03,,
3363,CH_Axe_1H_T2_03,CH_Axe_1H_T2_03,,
3364,CH_Axe_1H_T3_03,CH_Axe_1H_T3_03,,
3365,CH_Axe_1H_T3_04,CH_Axe_1H_T3_04,,
3366,CH_Axe_1H_T3_05,CH_Axe_1H_T3_05,,
3367,CH_Axe_1H_T4_03,CH_Axe_1H_T4_03,,
3368,CH_Axe_1H_T4_04,CH_Axe_1H_T4_04,,
3369,CH_Axe_1H_T4_05,CH_Axe_1H_T4_05,,
3370,GS_choppa_1H_T3_05,GS_choppa_1H_T3_05,,
3371,GS_choppa_1H_T4_05,GS_choppa_1H_T4_05,,
3372,GS_bow_T1_02,GS_bow_T1_02,,
3373,GS_bow_T1_03,GS_bow_T1_03,,
3374,GS_bow_T2_04,GS_bow_T2_04,,
3375,GS_bow_T4_06,GS_bow_T4_06,,
3376,GS_spear_T1_03,GS_spear_T1_03,,
3377,GS_spear_T1_04,GS_spear_T1_04,,
3378,GS_spear_2H_T2_03,GS_spear_2H_T2_03,,
3379,GS_spear_2H_T2_04,GS_spear_2H_T2_04,,
3380,GS_spear_2H_T2_05,GS_spear_2H_T2_05,,
3381,GS_spear_T3_04,GS_spear_T3_04,,
3382,GS_spear_2H_T3_05,GS_spear_2H_T3_05,,
3383,,,,
3384,,,,
3385,GS_spear_T5_04,GS_spear_T5_04,,
3386,GS_spear_T5_05,GS_spear_T5_05,,2561
3387,GS_staff_T2_05,GS_staff_T2_05,,
3388,GS_staff_T2_06,GS_staff_T2_06,,
3389,GS_staff_T2_07,GS_staff_T2_07,,
3390,GS_staff_T3_06,GS_staff_T3_06,,
3391,GS_staff_T3_07,GS_staff_T3_07,,
3392,GS_staff_T3_08,GS_staff_T3_08,,
3393,GS_staff_2H_TE_05,GS_staff_2H_TE_05,,2561
3394,GS_shield_T2_03,GS_shield_T2_03,,
3395,GS_shield_T2_04,GS_shield_T2_04,,
3396,GS_shield_T3_03,GS_shield_T3_03,,
3397,GS_shield_T3_04,GS_shield_T3_04,,
3398,GS_shield_T3_05,GS_shield_T3_05,,
3399,GS_shield_T3_06,GS_shield_T3_06,,
3400,GS_shield_T4_03,GS_shield_T4_03,,
3401,GS_shield_T4_04,GS_shield_T4_04,,
3402,GS_shield_T4_05,GS_shield_T4_05,,
3403,GS_shield_T5_06,GS_shield_T5_06,,
3404,HE_axe_2H_T1_03,HE_axe_2H_T1_03,,
3405,HE_axe_2H_T2_03,HE_axe_2H_T2_03,,
3406,HE_axe_2H_T2_04,HE_axe_2H_T2_04,,
3407,HE_axe_2H_T3_05,HE_axe_2H_T3_05,,
3408,HE_axe_2H_T4_04,HE_axe_2H_T4_04,,
3409,HE_axe_2H_T4_05,HE_axe_2H_T4_05,,
3410,HE_axe_2H_T5_01,HE_axe_2H_T5_01,,
3411,HE_axe_2H_T5_02,HE_axe_2H_T5_02,,
3412,HE_axe_2H_T5_03,HE_axe_2H_T5_03,,
3413,HE_axe_2H_T5_04,HE_axe_2H_T5_04,,
3414,HE_axe_2H_T5_05,HE_axe_2H_T5_05,,
3415,HE_axe_2H_TE_04,HE_axe_2H_TE_04,,2561
3416,HE_sword_1H_T4_04,HE_sword_1H_T4_04,,
3417,HE_sword_1H_T5_01,HE_sword_1H_T5_01,,
3418,HE_sword_1H_T5_02,HE_sword_1H_T5_02,,
3419,HE_sword_1H_T5_03,HE_sword_1H_T5_03,,
3420,HE_sword_1H_T5_04,HE_sword_1H_T5_04,,
3421,HE_sword_1H_T5_05,HE_sword_1H_T5_05,,
3422,HE_sword_1H_TE_04,HE_sword_1H_TE_04,,2561
3423,HE_sword_2H_T1_03,HE_sword_2H_T1_03,,
3424,HE_sword_2H_T2_03,HE_sword_2H_T2_03,,
3425,HE_sword_2H_T2_04,HE_sword_2H_T2_04,,
3426,HE_sword_2H_T3_04,HE_sword_2H_T3_04,,
3427,HE_sword_2H_T3_05,HE_sword_2H_T3_05,,
3428,HE_sword_2H_T3_06,HE_sword_2H_T3_06,,
3429,HE_sword_2H_T4_03,HE_sword_2H_T4_03,,
3430,HE_sword_2H_T4_04,HE_sword_2H_T4_04,,
3431,HE_sword_2H_T4_05,HE_sword_2H_T4_05,,
3432,HE_sword_2H_T4_06,HE_sword_2H_T4_06,,
3433,HE_sword_2H_T5_01,HE_sword_2H_T5_01,,
3434,HE_sword_2H_T5_02,HE_sword_2H_T5_02,,
3435,HE_sword_2H_T5_03,HE_sword_2H_T5_03,,
3436,HE_sword_2H_T5_04,HE_sword_2H_T5_04,,
3437,HE_sword_2H_T5_05,HE_sword_2H_T5_05,,
3438,HE_sword_2H_TE_03,HE_sword_2H_TE_03,,2561
3439,HE_longbow_2H_T1_03,HE_longbow_2H_T1_03,,
3440,HE_longbow_2H_T2_03,HE_longbow_2H_T2_03,,
3441,HE_longbow_2H_T2_04,HE_longbow_2H_T2_04,,
3442,HE_longbow_2H_T3_04,HE_longbow_2H_T3_04,,
3443,HE_longbow_2H_T3_05,HE_longbow_2H_T3_05,,
3444,HE_longbow_2H_T4_03,HE_longbow_2H_T4_03,,
3445,HE_longbow_2H_T4_04,HE_longbow_2H_T4_04,,
3446,HE_longbow_2H_T5_01,HE_longbow_2H_T5_01,,
3447,HE_longbow_2H_T5_02,HE_longbow_2H_T5_02,,
3448,HE_longbow_2H_T5_03,HE_longbow_2H_T5_03,,
3449,HE_longbow_2H_T5_04,HE_longbow_2H_T5_04,,
3450,HE_longbow_2H_T5_05,HE_longbow_2H_T5_05,,
3451,HE_longbow_2H_TE_03,HE_longbow_2H_TE_03,,2561
3452,HE_shield_T1_03,HE_shield_T1_03,,
3453,HE_shield_T2_03,HE_shield_T2_03,,
3454,HE_shield_T2_04,HE_shield_T2_04,,
3455,HE_shield_T3_03,HE_shield_T3_03,,
3456,HE_shield_T3_04,HE_shield_T3_04,,
3457,HE_shield_T3_05,HE_shield_T3_05,,
3458,HE_shield_T4_02,HE_shield_T4_02,,
3459,HE_shield_T4_03,HE_shield_T4_03,,
3460,HE_shield_T4_04,HE_shield_T4_04,,
3461,HE_shield_T4_05,HE_shield_T4_05,,
3462,HE_shield_T5_01,HE_shield_T5_01,,
3463,HE_shield_T5_02,HE_shield_T5_02,,
3464,HE_shield_T5_03,HE_shield_T5_03,,
3465,HE_shield_T5_04,HE_shield_T5_04,,
3466,HE_shield_T5_05,HE_shield_T5_05,,
3467,HE_shield_TE_03,HE_shield_TE_03,,2561
3468,HE_staff_2H_T3_05,HE_staff_2H_T3_05,,
3469,HE_staff_2H_T4_05,HE_staff_2H_T4_05,,
3470,HE_staff_2H_T5_01,HE_staff_2H_T5_01,,
3471,HE_staff_2H_T5_02,HE_staff_2H_T5_02,,
3472,HE_staff_2H_T5_03,HE_staff_2H_T5_03,,
3473,HE_staff_2H_T5_04,HE_staff_2H_T5_04,,
3474,HE_staff_2H_T5_05,HE_staff_2H_T5_05,,
3475,HE_staff_2H_TE_03,HE_staff_2H_TE_03,,2561
3476,EM_hammer_1H_T2_04,EM_hammer_1H_T2_04,,
3477,EM_hammer_1H_T3_04,EM_hammer_1H_T3_04,,
3478,EM_hammer_1H_T3_05,EM_hammer_1H_T3_05,,
3479,EM_hammer_1H_T4_04,EM_hammer_1H_T4_04,,
3480,EM_hammer_1H_T4_05,EM_hammer_1H_T4_05,,
3481,EM_hammer_1H_T5_04,EM_hammer_1H_T5_04,,
3482,EM_hammer_1H_T5_05,EM_hammer_1H_T5_05,,
3483,EM_hammer_1H_TE_04,EM_hammer_1H_TE_04,,2561
3484,EM_hammer_2H_T2_04,EM_hammer_2H_T2_04,,
3485,EM_hammer_2H_T3_04,EM_hammer_2H_T3_04,,
3486,EM_hammer_2H_T3_05,EM_hammer_2H_T3_05,,
3487,EM_hammer_2H_T4_04,EM_hammer_2H_T4_04,,
3488,EM_hammer_2H_T4_05,EM_hammer_2H_T4_05,,
3489,EM_hammer_2H_T5_04,EM_hammer_2H_T5_04,,
3490,EM_Pistol_T1_03,EM_Pistol_T1_03,,
3491,EM_Pistol_T2_02,EM_Pistol_T2_02,,
3492,EM_Pistol_T2_03,EM_Pistol_T2_03,,
3493,EM_Pistol_T2_04,EM_Pistol_T2_04,,
3494,EM_Pistol_T3_02,EM_Pistol_T3_02,,
3495,EM_Pistol_T3_03,EM_Pistol_T3_03,,
3496,EM_Pistol_T3_04,EM_Pistol_T3_04,,
3497,EM_Pistol_T3_05,EM_Pistol_T3_05,,
3498,EM_Pistol_T4_03,EM_Pistol_T4_03,,
3499,EM_Pistol_T4_04,EM_Pistol_T4_04,,
3500,EM_Pistol_T4_05,EM_Pistol_T4_05,,
3501,EM_Pistol_T5_04,EM_Pistol_T5_04,,
3502,EM_Pistol_T5_05,EM_Pistol_T5_05,,2561
3503,EM_rapier_1H_T3_04,EM_rapier_1H_T3_04,,
3504,EM_rapier_1H_T4_04,EM_rapier_1H_T4_04,,
3505,EM_rapier_1H_T4_05,EM_rapier_1H_T4_05,,
3506,EM_sword_1H_T3_04,EM_sword_1H_T3_04,,
3507,EM_sword_1H_T3_05,EM_sword_1H_T3_05,,
3508,EM_sword_1H_T4_04,EM_sword_1H_T4_04,,
3509,EM_sword_1H_T4_05,EM_sword_1H_T4_05,,
3510,EM_sword_1H_T5_04,EM_sword_1H_T5_04,,
3511,EM_sword_1H_T5_05,EM_sword_1H_T5_05,,
3512,EM_sword_2H_T2_04,EM_sword_2H_T2_04,,
3513,EM_sword_2H_T3_04,EM_sword_2H_T3_04,,
3514,EM_sword_2H_T3_05,EM_sword_2H_T3_05,,
3515,EM_sword_2H_T4_04,EM_sword_2H_T4_04,,
3516,EM_sword_2H_T4_05,EM_sword_2H_T4_05,,
3517,EM_sword_2H_T5_04,EM_sword_2H_T5_04,,
3518,EM_sword_2H_T5_05,EM_sword_2H_T5_05,,
3519,EM_shield_T1_04,EM_shield_T1_04,,
3520,EM_shield_T2_04,EM_shield_T2_04,,
