i,icon,type,slot
45824,2600,ROBE,BOOT
45825,2556,MROBE,BOOT
45826,381,NONE,ACST
45827,381,NONE,ACST
45828,381,NONE,ACST
45829,381,NONE,ACST
45830,2689,LIGARMOR,GLOV
45831,2645,HEVARMOR,GLOV
45832,2601,ROBE,GLOV
45833,2557,MROBE,GLOV
45834,381,NONE,ACST
45835,381,NONE,ACST
45836,381,NONE,ACST
45837,381,NONE,ACST
45838,3515,HEVARMOR,GLOV
45839,3559,LIGARMOR,GLOV
45840,3603,MEDARMOR,GLOV
45841,3647,ROBE,GLOV
45842,381,NONE,ACST
45843,381,NONE,ACST
45844,381,NONE,ACST
45845,381,NONE,ACST
45846,3691,HEVARMOR,GLOV
45847,3741,LIGARMOR,GLOV
45848,3779,MROBE,GLOV
45849,3829,ROBE,GLOV
45850,381,NONE,ACST
45851,381,NONE,ACST
45852,381,NONE,ACST
45853,381,NONE,ACST
45854,2201,HEVARMOR,GLOV
45855,2081,MEDARMOR,GLOV
45856,2141,ROBE,GLOV
45857,2021,LIGARMOR,GLOV
45858,381,NONE,ACST
45859,381,NONE,ACST
45860,381,NONE,ACST
45861,381,NONE,ACST
45862,2822,MEDARMOR,GLOV
45863,2778,HEVARMOR,GLOV
45864,2866,ROBE,GLOV
45865,2734,ROBE,GLOV
45866,381,NONE,ACST
45867,381,NONE,ACST
45868,381,NONE,ACST
45869,381,NONE,ACST
45870,2381,HEVARMOR,GLOV
45871,2441,MEDARMOR,GLOV
45872,2321,ROBE,GLOV
45873,2261,LIGARMOR,GLOV
45874,1617,SWORD,EITHER
45875,1628,SWORD,RGHT
45876,1324,AXE,EITHER
45877,1471,HAMMER,EITHER
45878,1466,HAMMER,RGHT
45879,1370,STAFF,RGHT
45880,1329,DAGGER,EITHER
45881,1617,SWORD,EITHER
45882,1379,ASHLD,LEFT
45883,1348,PISTOL,LEFT
45884,2686,NONE,BELT
45885,2642,NONE,BELT
45886,2598,NONE,BELT
45887,2554,NONE,BELT
45888,1814,SWORD,EITHER
45889,1925,AXE,RGHT
45890,1917,AXE,EITHER
45891,1820,SWORD,RGHT
45892,1933,HAMMER,EITHER
45893,482,HAMMER,RGHT
45894,1420,STAFF,RGHT
45895,1326,DAGGER,EITHER
45896,482,SPEAR,EITHER
45897,1910,ASHLD,LEFT
45898,2819,NONE,BELT
45899,2775,NONE,BELT
45900,2863,NONE,BELT
45901,2731,NONE,BELT
45902,1015,SWORD,EITHER
45903,1007,AXE,EITHER
45904,1084,AXE,RGHT
45905,1048,HAMMER,EITHER
45906,1092,STAFF,RGHT
45907,1077,BOW,RANGE
45908,1059,SPEAR,EITHER
45909,1135,ASHLD,LEFT
45910,2378,NONE,BELT
45911,2438,NONE,BELT
45912,2318,NONE,BELT
45913,2258,NONE,BELT
45914,1878,SWORD,EITHER
45915,482,HAMMER,EITHER
45916,3361,STAFF,RGHT
45917,1389,XBOW,RANGE
45918,3266,DAGGER,EITHER
45919,482,SPEAR,EITHER
45920,3688,NONE,BELT
45921,3738,NONE,BELT
45922,3776,NONE,BELT
45923,3826,NONE,BELT
45924,1161,AXE,EITHER
45925,1205,AXE,RGHT
45926,1184,HAMMER,EITHER
45927,1219,HAMMER,RGHT
45928,1236,STAFF,RGHT
45929,1276,GUN,RANGE
45930,1266,GUN,RANGE
45931,1285,ASHLD,LEFT
45932,2198,NONE,BELT
45933,2078,NONE,BELT
45934,2138,NONE,BELT
45935,2018,NONE,BELT
45936,3810,ROBE,BOOT
45937,1420,STAFF,RGHT
45938,1915,AXE,RGHT
45939,482,HAMMER,RGHT
45940,3356,STAFF,RGHT
45941,3262,DAGGER,EITHER
45942,3302,SWORD,EITHER
45943,1394,SWORD,RGHT
45944,3291,STAFF,RGHT
45945,3273,BOW,RANGE
45946,482,DAGGER,EITHER
45947,482,SPEAR,EITHER
45948,3512,NONE,BELT
45949,3556,NONE,BELT
45950,3600,NONE,BELT
45951,3644,NONE,BELT
45952,3516,HEVARMOR,SHOU
45953,3560,LIGARMOR,SHOU
45954,3604,MEDARMOR,SHOU
45955,3648,ROBE,SHOU
45956,3517,HEVARMOR,HELM
45957,3561,LIGARMOR,HELM
45958,3605,MEDARMOR,HELM
45959,3649,ROBE,HELM
45960,2382,HEVARMOR,SHOU
45961,2442,MEDARMOR,SHOU
45962,2322,ROBE,SHOU
45963,2262,LIGARMOR,SHOU
45964,2383,HEVARMOR,HELM
45965,2443,MEDARMOR,HELM
45966,2323,ROBE,HELM
45967,2263,LIGARMOR,HELM
45968,2202,HEVARMOR,SHOU
45969,2082,MEDARMOR,SHOU
45970,2142,ROBE,SHOU
45971,2022,LIGARMOR,SHOU
45972,2203,HEVARMOR,HELM
45973,2083,MEDARMOR,HELM
45974,2143,ROBE,HELM
45975,2023,LIGARMOR,HELM
45976,2823,MEDARMOR,SHOU
45977,2779,HEVARMOR,SHOU
45978,2867,ROBE,SHOU
45979,2735,ROBE,SHOU
45980,2824,MEDARMOR,HELM
45981,2780,HEVARMOR,HELM
45982,2868,ROBE,HELM
45983,2736,ROBE,HELM
45984,3692,HEVARMOR,SHOU
45985,3742,LIGARMOR,SHOU
45986,3780,MROBE,SHOU
45987,3830,ROBE,SHOU
45988,2691,HEVARMOR,HELM
45989,3743,LIGARMOR,HELM
45990,3781,MROBE,HELM
45991,3831,ROBE,HELM
45992,2690,LIGARMOR,SHOU
45993,2646,HEVARMOR,SHOU
45994,2602,ROBE,SHOU
45995,2558,MROBE,SHOU
45996,2691,LIGARMOR,HELM
45997,2647,HEVARMOR,HELM
45998,2603,ROBE,HELM
45999,2559,MROBE,HELM
46000,1161,AXE,EITHER
46001,1206,AXE,RGHT
46002,1182,HAMMER,EITHER
46003,1221,HAMMER,RGHT
46004,1236,STAFF,RGHT
46005,1266,GUN,RANGE
46006,1276,GUN,RANGE
46007,1284,ASHLD,LEFT
46008,381,NONE,ACST
46009,381,NONE,ACST
46010,381,NONE,ACST
46011,381,NONE,ACST
46012,1876,SWORD,EITHER
46013,482,HAMMER,EITHER
46014,3404,STAFF,RGHT
46015,1389,XBOW,RANGE
46016,3265,DAGGER,EITHER
46017,482,SPEAR,EITHER
46018,381,NONE,ACST
46019,381,NONE,ACST
46020,381,NONE,ACST
46021,381,NONE,ACST
46022,1030,SWORD,EITHER
46023,1000,AXE,EITHER
46024,1084,AXE,RGHT
46025,1048,HAMMER,EITHER
46026,1100,STAFF,RGHT
46027,1077,BOW,RANGE
46028,1059,SPEAR,EITHER
46029,1131,ASHLD,LEFT
46030,381,NONE,ACST
46031,381,NONE,ACST
46032,381,NONE,ACST
46033,381,NONE,ACST
46034,1813,SWORD,EITHER
46035,1925,AXE,RGHT
46036,1917,AXE,EITHER
46037,1925,AXE,RGHT
46038,1933,HAMMER,EITHER
46039,482,HAMMER,RGHT
46040,1420,STAFF,RGHT
46041,1326,DAGGER,EITHER
46042,482,SPEAR,EITHER
46043,1910,ASHLD,LEFT
46044,381,NONE,ACST
46045,381,NONE,ACST
46046,381,NONE,ACST
46047,381,NONE,ACST
46048,,,
46049,,,
46050,,,
46051,,,
46052,,,
46053,,,
46054,,,
46055,,,
46056,,,
46057,,,
46058,,,
46059,,,
46060,,,
46061,,,
46062,,,
46063,,,
46064,,,
46065,,,
46066,,,
46067,,,
46068,,,
46069,,,
46070,,,
46071,,,
46072,,,
46073,,,
46074,,,
46075,,,
46076,,,
46077,,,
46078,,,
46079,,,
46080,,,
46081,,,
46082,3302,SWORD,EITHER
46083,3313,SWORD,RGHT
46084,3291,STAFF,RGHT
46085,3273,BOW,RANGE
46086,482,DAGGER,EITHER
46087,482,SPEAR,EITHER
46088,381,NONE,ACST
46089,381,NONE,ACST
46090,381,NONE,ACST
46091,381,NONE,ACST
46092,1618,SWORD,EITHER
46093,1626,SWORD,RGHT
46094,1324,AXE,EITHER
46095,1470,HAMMER,EITHER
46096,1468,HAMMER,RGHT
46097,1370,STAFF,RGHT
46098,1330,DAGGER,EITHER
46099,1848,SWORD,EITHER
46100,1380,ASHLD,LEFT
46101,1340,PISTOL,LEFT
46102,381,NONE,ACST
46103,381,NONE,ACST
46104,381,NONE,ACST
46105,381,NONE,ACST
46106,3513,HEVARMOR,BODY
46107,3557,LIGARMOR,BODY
46108,3601,MEDARMOR,BODY
46109,3645,ROBE,BODY
46110,2820,MEDARMOR,BODY
46111,2776,HEVARMOR,BODY
46112,2864,ROBE,BODY
46113,2732,ROBE,BODY
46114,3689,HEVARMOR,BODY
46115,3739,LIGARMOR,BODY
46116,3777,MROBE,BODY
46117,3827,ROBE,BODY
46118,2687,LIGARMOR,BODY
46119,2643,HEVARMOR,BODY
46120,2599,ROBE,BODY
46121,2555,MROBE,BODY
46122,2199,HEVARMOR,BODY
46123,2079,MEDARMOR,BODY
46124,2139,ROBE,BODY
46125,2019,LIGARMOR,BODY
46126,2379,HEVARMOR,BODY
46127,2439,MEDARMOR,BODY
46128,2319,ROBE,BODY
46129,2259,LIGARMOR,BODY
46130,,,
46131,,,
46132,,,
46133,,,
46134,,,
46135,,,
46136,,,
46137,,,
46138,,,
46139,,,
46140,,,
46141,,,
46142,,,
46143,,,
46144,,,
46145,,,
46146,,,
46147,,,
46148,,,
46149,,,
46150,,,
46151,,,
46152,,,
46153,,,
46154,,,
46155,,,
46156,,,
46157,,,
46158,,,
46159,,,
46160,,,
46161,,,
46162,,,
46163,,,
46164,,,
46165,,,
46166,,,
46167,,,
46168,,,
46169,,,
46170,,,
46171,,,
46172,,,
46173,,,
46174,,,
46175,,,
46176,,,
46177,,,
46178,,,
46179,,,
46180,,,
46181,,,
46182,,,
46183,,,
46184,,,
46185,,,
46186,,,
46187,,,
46188,,,
46189,,,
46190,,,
46191,,,
46192,,,
46193,,,
46194,,,
46195,,,
46196,,,
46197,,,
46198,,,
46199,,,
46200,,,
46201,,,
46202,,,
46203,,,
46204,,,
46205,,,
46206,,,
46207,,,
46208,,,
46209,,,
46210,,,
46211,,,
46212,,,
46213,,,
46214,,,
46215,,,
46216,,,
46217,,,
46218,,,
46219,,,
46220,,,
46221,,,
46222,,,
46223,,,
46224,,,
46225,,,
46226,,,
46227,,,
46228,,,
46229,,,
46230,,,
46231,,,
46232,,,
46233,,,
46234,,,
46235,,,
46236,,,
46237,,,
46238,,,
46239,,,
46240,,,
46241,,,
46242,,,
46243,,,
46244,,,
46245,,,
46246,,,
46247,,,
46248,,,
46249,,,
46250,,,
46251,,,
46252,,,
46253,,,
46254,,,
46255,,,
46256,,,
46257,,,
46258,,,
46259,,,
46260,,,
46261,,,
46262,,,
46263,,,
46264,,,
46265,,,
46266,,,
46267,,,
46268,,,
46269,,,
46270,,,
46271,,,
46272,,,
46273,,,
46274,,,
46275,,,
46276,,,
46277,,,
46278,,,
46279,,,
46280,,,
46281,,,
46282,,,
46283,,,
46284,,,
46285,,,
46286,,,
46287,,,
46288,,,
46289,,,
46290,,,
46291,,,
46292,,,
46293,,,
46294,,,
46295,,,
46296,,,
46297,,,
46298,,,
46299,,,
46300,,,
46301,,,
46302,,,
46303,,,
46304,,,
46305,,,
46306,,,
46307,,,
46308,,,
46309,,,
46310,,,
46311,,,
46312,,,
46313,,,
46314,,,
46315,,,
46316,,,
46317,,,
46318,,,
46319,,,
46320,,,
46321,,,
46322,,,
46323,,,
46324,,,
46325,,,
46326,,,
46327,,,
46328,,,
46329,,,
46330,,,
46331,,,
46332,,,
46333,,,
46334,,,
46335,,,
46336,,,
46337,,,
46338,,,
46339,,,
46340,,,
46341,,,
46342,,,
46343,,,
46344,,,
46345,,,
46346,,,
46347,,,
46348,,,
46349,,,
46350,,,
46351,,,
46352,,,
46353,,,
46354,,,
46355,,,
46356,,,
46357,,,
46358,,,
46359,,,
46360,,,
46361,,,
46362,,,
46363,,,
46364,,,
46365,,,
46366,,,
46367,,,
46368,,,
46369,,,
46370,,,
46371,,,
46372,,,
46373,,,
46374,,,
46375,,,
46376,,,
46377,,,
46378,,,
46379,,,
46380,,,
46381,,,
46382,,,
46383,,,
46384,,,
46385,,,
46386,,,
46387,,,
46388,,,
46389,,,
46390,,,
46391,,,
46392,,,
46393,,,
46394,,,
46395,,,
46396,,,
46397,,,
46398,,,
46399,,,
46400,,,
46401,,,
46402,,,
46403,,,
46404,,,
46405,,,
46406,,,
46407,,,
46408,,,
46409,,,
46410,,,
46411,,,
46412,,,
46413,,,
46414,,,
46415,,,
46416,,,
46417,,,
46418,,,
46419,,,
46420,,,
46421,,,
46422,,,
46423,,,
46424,,,
46425,,,
46426,,,
46427,,,
46428,,,
46429,,,
46430,,,
46431,,,
46432,,,
46433,,,
46434,,,
46435,,,
46436,,,
46437,,,
46438,,,
46439,,,
46440,,,
46441,,,
46442,,,
46443,,,
46444,,,
46445,,,
46446,,,
46447,,,
46448,,,
46449,,,
46450,,,
46451,,,
46452,,,
46453,,,
46454,,,
46455,,,
46456,,,
46457,,,
46458,,,
46459,,,
46460,,,
46461,,,
46462,,,
46463,,,
46464,,,
46465,,,
46466,,,
46467,,,
46468,,,
46469,,,
46470,,,
46471,,,
46472,,,
46473,,,
46474,,,
46475,,,
46476,,,
46477,,,
46478,,,
46479,,,
46480,2529,ROBE,BODY
46481,2529,MROBE,BODY
46482,2487,LIGARMOR,BODY
46483,2501,MEDARMOR,BODY
46484,2515,HEVARMOR,BODY
46485,2528,ROBE,BOOT
46486,2528,MROBE,BOOT
46487,2486,LIGARMOR,BOOT
46488,2500,MEDARMOR,BOOT
46489,2514,HEVARMOR,BOOT
46490,2533,ROBE,GLOV
46491,2533,MROBE,GLOV
46492,2491,LIGARMOR,GLOV
46493,2505,MEDARMOR,GLOV
46494,2519,HEVARMOR,GLOV
46495,2531,ROBE,SHOU
46496,2531,MROBE,SHOU
46497,2489,LIGARMOR,SHOU
46498,2503,MEDARMOR,SHOU
46499,2517,HEVARMOR,SHOU
46500,2529,ROBE,BODY
46501,2529,MROBE,BODY
46502,2487,LIGARMOR,BODY
46503,2501,MEDARMOR,BODY
46504,2515,HEVARMOR,BODY
46505,2528,ROBE,BOOT
46506,2528,MROBE,BOOT
46507,2486,LIGARMOR,BOOT
46508,2500,MEDARMOR,BOOT
46509,2514,HEVARMOR,BOOT
46510,2533,ROBE,GLOV
46511,2533,MROBE,GLOV
46512,2491,LIGARMOR,GLOV
46513,2505,MEDARMOR,GLOV
46514,2519,HEVARMOR,GLOV
46515,2531,ROBE,SHOU
46516,2531,MROBE,SHOU
46517,2489,LIGARMOR,SHOU
46518,2503,MEDARMOR,SHOU
46519,2517,HEVARMOR,SHOU
46520,2529,ROBE,BODY
46521,2529,MROBE,BODY
46522,2487,LIGARMOR,BODY
46523,2501,MEDARMOR,BODY
46524,2515,HEVARMOR,BODY
46525,2528,ROBE,BOOT
46526,2528,MROBE,BOOT
46527,2486,LIGARMOR,BOOT
46528,2500,MEDARMOR,BOOT
46529,2514,HEVARMOR,BOOT
46530,2533,ROBE,GLOV
46531,2533,MROBE,GLOV
46532,2491,LIGARMOR,GLOV
46533,2505,MEDARMOR,GLOV
46534,2519,HEVARMOR,GLOV
46535,2531,ROBE,SHOU
46536,2531,MROBE,SHOU
46537,2489,LIGARMOR,SHOU
46538,2503,MEDARMOR,SHOU
46539,2517,HEVARMOR,SHOU
46540,2529,ROBE,BODY
46541,2529,MROBE,BODY
46542,2487,LIGARMOR,BODY
46543,2501,MEDARMOR,BODY
46544,2515,HEVARMOR,BODY
46545,2528,ROBE,BOOT
46546,2528,MROBE,BOOT
46547,2486,LIGARMOR,BOOT
46548,2500,MEDARMOR,BOOT
46549,2514,HEVARMOR,BOOT
46550,2533,ROBE,GLOV
46551,2533,MROBE,GLOV
46552,2491,LIGARMOR,GLOV
46553,2505,MEDARMOR,GLOV
46554,2519,HEVARMOR,GLOV
46555,2531,ROBE,SHOU
46556,2531,MROBE,SHOU
46557,2489,LIGARMOR,SHOU
46558,2503,MEDARMOR,SHOU
46559,2517,HEVARMOR,SHOU
46560,2529,ROBE,BODY
46561,2529,MROBE,BODY
46562,2487,LIGARMOR,BODY
46563,2501,MEDARMOR,BODY
46564,2515,HEVARMOR,BODY
46565,2528,ROBE,BOOT
46566,2528,MROBE,BOOT
46567,2486,LIGARMOR,BOOT
46568,2500,MEDARMOR,BOOT
46569,2514,HEVARMOR,BOOT
46570,2533,ROBE,GLOV
46571,2533,MROBE,GLOV
46572,2491,LIGARMOR,GLOV
46573,2505,MEDARMOR,GLOV
46574,2519,HEVARMOR,GLOV
46575,2531,ROBE,SHOU
46576,2531,MROBE,SHOU
46577,2489,LIGARMOR,SHOU
46578,2503,MEDARMOR,SHOU
46579,2517,HEVARMOR,SHOU
46580,2529,ROBE,BODY
46581,2529,MROBE,BODY
46582,2487,LIGARMOR,BODY
46583,2501,MEDARMOR,BODY
46584,2515,HEVARMOR,BODY
46585,2528,ROBE,BOOT
46586,2528,MROBE,BOOT
46587,2486,LIGARMOR,BOOT
46588,2500,MEDARMOR,BOOT
46589,2514,HEVARMOR,BOOT
46590,2533,ROBE,GLOV
46591,2533,MROBE,GLOV
46592,2491,LIGARMOR,GLOV
46593,2505,MEDARMOR,GLOV
46594,2519,HEVARMOR,GLOV
46595,2531,ROBE,SHOU
46596,2531,MROBE,SHOU
46597,2489,LIGARMOR,SHOU
46598,2503,MEDARMOR,SHOU
46599,2517,HEVARMOR,SHOU
46600,2534,ROBE,HELM
46601,2534,MROBE,HELM
46602,2492,LIGARMOR,HELM
46603,2506,MEDARMOR,HELM
46604,2520,HEVARMOR,HELM
46605,2529,ROBE,BODY
46606,2529,MROBE,BODY
46607,2487,LIGARMOR,BODY
46608,2501,MEDARMOR,BODY
46609,2515,HEVARMOR,BODY
46610,2528,ROBE,BOOT
46611,2528,MROBE,BOOT
46612,2486,LIGARMOR,BOOT
46613,2500,MEDARMOR,BOOT
46614,2514,HEVARMOR,BOOT
46615,2533,ROBE,GLOV
46616,2533,MROBE,GLOV
46617,2491,LIGARMOR,GLOV
46618,2505,MEDARMOR,GLOV
46619,2519,HEVARMOR,GLOV
46620,2531,ROBE,SHOU
46621,2531,MROBE,SHOU
46622,2489,LIGARMOR,SHOU
46623,2503,MEDARMOR,SHOU
46624,2517,HEVARMOR,SHOU
46625,2534,ROBE,HELM
46626,2534,MROBE,HELM
46627,2492,LIGARMOR,HELM
46628,2506,MEDARMOR,HELM
46629,2520,HEVARMOR,HELM
46630,2529,ROBE,BODY
46631,2529,MROBE,BODY
46632,2487,LIGARMOR,BODY
46633,2501,MEDARMOR,BODY
46634,2515,HEVARMOR,BODY
46635,2528,ROBE,BOOT
46636,2528,MROBE,BOOT
46637,2486,LIGARMOR,BOOT
46638,2500,MEDARMOR,BOOT
46639,2514,HEVARMOR,BOOT
46640,2533,ROBE,GLOV
46641,2533,MROBE,GLOV
46642,2491,LIGARMOR,GLOV
46643,2505,MEDARMOR,GLOV
46644,2519,HEVARMOR,GLOV
46645,2531,ROBE,SHOU
46646,2531,MROBE,SHOU
46647,2489,LIGARMOR,SHOU
46648,2503,MEDARMOR,SHOU
46649,2517,HEVARMOR,SHOU
46650,2534,ROBE,HELM
46651,2534,MROBE,HELM
46652,2492,LIGARMOR,HELM
46653,2506,MEDARMOR,HELM
46654,2520,HEVARMOR,HELM
46655,2529,ROBE,BODY
46656,2529,MROBE,BODY
46657,2487,LIGARMOR,BODY
46658,2501,MEDARMOR,BODY
46659,2515,HEVARMOR,BODY
46660,2528,ROBE,BOOT
46661,2528,MROBE,BOOT
46662,2486,LIGARMOR,BOOT
46663,2500,MEDARMOR,BOOT
46664,2514,HEVARMOR,BOOT
46665,2533,ROBE,GLOV
46666,2533,MROBE,GLOV
46667,2491,LIGARMOR,GLOV
46668,2505,MEDARMOR,GLOV
46669,2519,HEVARMOR,GLOV
46670,2531,ROBE,SHOU
46671,2531,MROBE,SHOU
46672,2489,LIGARMOR,SHOU
46673,2503,MEDARMOR,SHOU
46674,2517,HEVARMOR,SHOU
46675,2534,ROBE,HELM
46676,2534,MROBE,HELM
46677,2492,LIGARMOR,HELM
46678,2506,MEDARMOR,HELM
46679,2520,HEVARMOR,HELM
46680,2529,ROBE,BODY
46681,2529,MROBE,BODY
46682,2487,LIGARMOR,BODY
46683,2501,MEDARMOR,BODY
46684,2515,HEVARMOR,BODY
46685,2528,ROBE,BOOT
46686,2528,MROBE,BOOT
46687,2486,LIGARMOR,BOOT
46688,2500,MEDARMOR,BOOT
46689,2514,HEVARMOR,BOOT
46690,2533,ROBE,GLOV
46691,2533,MROBE,GLOV
46692,2491,LIGARMOR,GLOV
46693,2505,MEDARMOR,GLOV
46694,2519,HEVARMOR,GLOV
46695,2531,ROBE,SHOU
46696,2531,MROBE,SHOU
46697,2489,LIGARMOR,SHOU
46698,2503,MEDARMOR,SHOU
46699,2517,HEVARMOR,SHOU
46700,2534,ROBE,HELM
46701,2534,MROBE,HELM
46702,2492,LIGARMOR,HELM
46703,2506,MEDARMOR,HELM
46704,2520,HEVARMOR,HELM
46705,2529,ROBE,BODY
46706,2529,MROBE,BODY
46707,2487,LIGARMOR,BODY
46708,2501,MEDARMOR,BODY
46709,2515,HEVARMOR,BODY
46710,2528,ROBE,BOOT
46711,2528,MROBE,BOOT
46712,2486,LIGARMOR,BOOT
46713,2500,MEDARMOR,BOOT
46714,2514,HEVARMOR,BOOT
46715,2533,ROBE,GLOV
46716,2533,MROBE,GLOV
46717,2491,LIGARMOR,GLOV
46718,2505,MEDARMOR,GLOV
46719,2519,HEVARMOR,GLOV
46720,2531,ROBE,SHOU
46721,2531,MROBE,SHOU
46722,2489,LIGARMOR,SHOU
46723,2503,MEDARMOR,SHOU
46724,2517,HEVARMOR,SHOU
46725,2534,ROBE,HELM
46726,2534,MROBE,HELM
46727,2492,LIGARMOR,HELM
46728,2506,MEDARMOR,HELM
46729,2520,HEVARMOR,HELM
46730,2529,ROBE,BODY
46731,2529,MROBE,BODY
46732,2487,LIGARMOR,BODY
46733,2501,MEDARMOR,BODY
46734,2515,HEVARMOR,BODY
46735,2528,ROBE,BOOT
46736,2528,MROBE,BOOT
46737,2486,LIGARMOR,BOOT
46738,2500,MEDARMOR,BOOT
46739,2514,HEVARMOR,BOOT
46740,2533,ROBE,GLOV
46741,2533,MROBE,GLOV
46742,2491,LIGARMOR,GLOV
46743,2505,MEDARMOR,GLOV
46744,2519,HEVARMOR,GLOV
46745,2531,ROBE,SHOU
46746,2531,MROBE,SHOU
46747,2489,LIGARMOR,SHOU
46748,2503,MEDARMOR,SHOU
46749,2517,HEVARMOR,SHOU
46750,2534,ROBE,HELM
46751,2534,MROBE,HELM
46752,2492,LIGARMOR,HELM
46753,2506,MEDARMOR,HELM
46754,2520,HEVARMOR,HELM
46755,2529,ROBE,BODY
46756,2529,MROBE,BODY
46757,2487,LIGARMOR,BODY
46758,2501,MEDARMOR,BODY
46759,2515,HEVARMOR,BODY
46760,2528,ROBE,BOOT
46761,2528,MROBE,BOOT
46762,2486,LIGARMOR,BOOT
46763,2500,MEDARMOR,BOOT
46764,2514,HEVARMOR,BOOT
46765,2533,ROBE,GLOV
46766,2533,MROBE,GLOV
46767,2491,LIGARMOR,GLOV
46768,2505,MEDARMOR,GLOV
46769,2519,HEVARMOR,GLOV
46770,2531,ROBE,SHOU
46771,2531,MROBE,SHOU
46772,2489,LIGARMOR,SHOU
46773,2503,MEDARMOR,SHOU
46774,2517,HEVARMOR,SHOU
46775,2534,ROBE,HELM
46776,2534,MROBE,HELM
46777,2492,LIGARMOR,HELM
46778,2506,MEDARMOR,HELM
46779,2520,HEVARMOR,HELM
46780,2529,ROBE,BODY
46781,2529,MROBE,BODY
46782,2487,LIGARMOR,BODY
46783,2501,MEDARMOR,BODY
46784,2515,HEVARMOR,BODY
46785,2528,ROBE,BOOT
46786,2528,MROBE,BOOT
46787,2486,LIGARMOR,BOOT
46788,2500,MEDARMOR,BOOT
46789,2514,HEVARMOR,BOOT
46790,2533,ROBE,GLOV
46791,2533,MROBE,GLOV
46792,2491,LIGARMOR,GLOV
46793,2505,MEDARMOR,GLOV
46794,2519,HEVARMOR,GLOV
46795,2531,ROBE,SHOU
46796,2531,MROBE,SHOU
46797,2489,LIGARMOR,SHOU
46798,2503,MEDARMOR,SHOU
46799,2517,HEVARMOR,SHOU
46800,2534,ROBE,HELM
46801,2534,MROBE,HELM
46802,2492,LIGARMOR,HELM
46803,2506,MEDARMOR,HELM
46804,2520,HEVARMOR,HELM
46805,2529,ROBE,BODY
46806,2529,MROBE,BODY
46807,2487,LIGARMOR,BODY
46808,2501,MEDARMOR,BODY
46809,2515,HEVARMOR,BODY
46810,2528,ROBE,BOOT
46811,2528,MROBE,BOOT
46812,2486,LIGARMOR,BOOT
46813,2500,MEDARMOR,BOOT
46814,2514,HEVARMOR,BOOT
46815,2533,ROBE,GLOV
46816,2533,MROBE,GLOV
46817,2491,LIGARMOR,GLOV
46818,2505,MEDARMOR,GLOV
46819,2519,HEVARMOR,GLOV
46820,2531,ROBE,SHOU
46821,2531,MROBE,SHOU
46822,2489,LIGARMOR,SHOU
46823,2503,MEDARMOR,SHOU
46824,2517,HEVARMOR,SHOU
46825,2534,ROBE,HELM
46826,2534,MROBE,HELM
46827,2492,LIGARMOR,HELM
46828,2506,MEDARMOR,HELM
46829,2520,HEVARMOR,HELM
46830,1155,AXE,EITHER
46831,1201,AXE,RGHT
46832,1174,HAMMER,EITHER
46833,1212,HAMMER,RGHT
46834,1232,STAFF,RGHT
46835,1263,GUN,RANGE
46836,1274,GUN,RANGE
46837,1280,ASHLD,LEFT
46838,3298,SWORD,EITHER
46839,3309,SWORD,RGHT
46840,3289,STAFF,RGHT
46841,3270,BOW,RANGE
46842,482,DAGGER,EITHER
46843,482,SPEAR,EITHER
46844,3397,SWORD,EITHER
46845,1625,SWORD,RGHT
46846,1322,AXE,EITHER
46847,1342,HAMMER,EITHER
46848,1452,HAMMER,RGHT
46849,1367,STAFF,RGHT
46850,1326,DAGGER,EITHER
46851,1616,SWORD,EITHER
46852,1372,ASHLD,LEFT
46853,1346,PISTOL,LEFT
46854,1154,AXE,EITHER
46855,1198,AXE,RGHT
46856,1178,HAMMER,EITHER
46857,1212,HAMMER,RGHT
46858,1233,STAFF,RGHT
46859,1263,GUN,RANGE
46860,1274,GUN,RANGE
46861,1280,ASHLD,LEFT
46862,3297,SWORD,EITHER
46863,3308,SWORD,RGHT
46864,3289,STAFF,RGHT
46865,3270,BOW,RANGE
46866,482,DAGGER,EITHER
46867,482,SPEAR,EITHER
46868,3397,SWORD,EITHER
46869,1625,SWORD,RGHT
46870,1322,AXE,EITHER
46871,1457,HAMMER,EITHER
46872,1452,HAMMER,RGHT
46873,1368,STAFF,RGHT
46874,1325,DAGGER,EITHER
46875,1846,SWORD,EITHER
46876,1371,ASHLD,LEFT
46877,1345,PISTOL,LEFT
46878,1155,AXE,EITHER
46879,1199,AXE,RGHT
46880,1175,HAMMER,EITHER
46881,1214,HAMMER,RGHT
46882,1232,STAFF,RGHT
46883,1264,GUN,RANGE
46884,1274,GUN,RANGE
46885,1280,ASHLD,LEFT
46886,3298,SWORD,EITHER
46887,3309,SWORD,RGHT
46888,1393,STAFF,RGHT
46889,3270,BOW,RANGE
46890,482,DAGGER,EITHER
46891,482,SPEAR,EITHER
46892,3397,SWORD,EITHER
46893,1625,SWORD,RGHT
46894,1321,AXE,EITHER
46895,1456,HAMMER,EITHER
46896,1451,HAMMER,RGHT
46897,1367,STAFF,RGHT
46898,1325,DAGGER,EITHER
46899,1616,SWORD,EITHER
46900,1373,ASHLD,LEFT
46901,1346,PISTOL,LEFT
46902,1156,AXE,EITHER
46903,1196,AXE,RGHT
46904,1175,HAMMER,EITHER
46905,1214,HAMMER,RGHT
46906,1233,STAFF,RGHT
46907,1263,GUN,RANGE
46908,1273,GUN,RANGE
