Effect Id,Vfx Id,Type,Id,Description:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,5,0,1053,Skull Toss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,5,0,,Pie Projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,7,0,,Pie Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,5,0,1110,Order effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,7,0,1110,Destruction effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,1,0,560,Impact effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2,0,1029,heal effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,3,0,390,AoE Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,1,0,1029,heal effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,2,0,1066,AoE Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,0,0,0,No effect needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,0,0,0,No effect needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,0,0,0,No effect needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,1,0,1907,Mastaba Suck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,2,0,1908,Mastaba Boom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,1,0,3026,Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,1,0,3006,Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4024,1,0,1379,Gaze PtoP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4024,1,0,1374,Gaze Looping impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4025,1,0,1380,Some Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026,1,0,1612,Mastaba Whirlwind channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026,2,0,1638,Mastaba Whirlwind projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027,1,0,1368,Dart Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,10,0,1308,Casket - Figure effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,1,1,226,Casket - Hover Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,1,0,1342,Casket - PtoP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,1,0,1323,Casket - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,2,0,1327,Casket - Projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,3,0,1345,Casket - Cast Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,4,0,1897,Casket - Pillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,5,0,1342,Casket - Suck in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,5,0,1323,Casket - Suck in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,1,0,1937,Everyone Dies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,2,0,1929,Head Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,2,1,52,Stun Animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,3,0,1938,In the ground figure effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,3,1,169,In the ground animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,3,0,1939,Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031,1,0,1979,Sun Beam Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,1,0,1926,Tomb King Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,2,0,1786,Tomb King Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033,1,0,1342,Rob Dummy Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033,1,0,1323,Rob Dummy Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,1,0,1970,Tomb Rot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,1,0,1953,Gold Dust Around Golem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,2,0,1954,Gold Dust On Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,1,1,1970,Scarab Incubation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,1,0,1822,Symbol Point to Point Power Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,1,0,0,Mastaba Curse Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,1,0,1551,Mastaba Entombed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,1,1,41,Mastaba Entomed Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4513,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4518,5,0,0,Ressurect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Encounters - Tomb Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,1,0,1129,"Green Impact (ab 21477, 21485, 21486, 21496, 21497, 21541, 21542)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,2,0,50,"Red Impact (ab 21497, 21531, 21532, 21542)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,3,0,637,Dust Impact (ab 21442),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,5,0,2218,Impact (ab 21531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,6,0,49,"Orange Impact (ab 21312, 21317, 21326, 21469, 21476)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,7,0,1866,"Green Bite Impact (ab 21451, 21468)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,8,0,2219,Impact (ab 21532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,9,0,1278,HE Arrow Impact (ab 21276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,10,0,564,Red Flash Impact (ab 21311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,11,0,2441,Vigorous Blow Impact (ab 21431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,12,0,2213,Arrow of the Asp Impact (ab 21277),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,13,0,211,Thundering Hooves Impact (ab 21508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,1,0,2821,Green Power Up (ab 21487),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,2,0,2824,Green Circles (ab 21487),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,3,0,2041,"Green Impact (ab 21453, 21487)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,4,0,2408,Stare of Eternity Cast (ab 21294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,5,0,1603,Green Reactive Impact (ab 21453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,6,0,1459,Buff Up (ab 21284),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,7,0,907,AoE Cast (ab 21498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,8,0,753,Buff Impact (ab 21498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,1,0,569,Mouth Shout w/ Dust (ab 21488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,2,0,2047,Green Impact Debuff (ab 21488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,3,0,2924,Spec Level Pulse (ab 21338),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,1,0,570,"Green Impact w/Flash (ab 21452, 21480, 21489, 21545)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,2,0,1539,"Disarm Effects - Looping both hands (ab 21445, 21481, 21489)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,3,0,2686,Brown Impact with falloff (ab 21533),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,4,0,1872,Red Impact w/Shake (ab 21432),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,5,0,1328,Cone Sweep (ab 21445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,6,0,2084,Sandstorm Slash Impact (ab 21295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,7,0,1539,Twisting Blade Looping Disarm (ab 21297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,8,0,2685,Bite Impact (ab 21507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,9,0,104,Sandstorm Slash Cast (ab 21295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,10,0,102,Twisting Blade AoE (ab 21297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,1,0,181,Wind Buffet (ab 21490),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,2,0,175,Circle Wind (ab 21536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,3,0,2980,Snare Looping (ab 21536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,4,0,582,Ground Crack (ab 21305),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,5,0,48,"Impact Flash (ab 21305, 21443, 21544)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,6,0,1184,Green AoE with Dust (ab 21446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,7,0,859,Green Impact (ab 21446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,8,0,1863,"Sonic Blue (ab 21455, 21493)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,9,0,2829,PBAE Red (ab 21350),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,10,0,1867,Cracked Earth (ab 21544),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,11,0,3025,Fury of Geheb Impact (ab 21441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,12,0,2127,Mesmerize Prey (ab 21455),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,13,0,1642,Crushing Hatred Cast (ab 21443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,14,0,990,Sonic Pain Impact (ab 21493),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,1,0,922,Blinding Iridescence impact (ab 21491),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,2,0,1328,Cone Sweep (ab 21437),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,3,0,1311,"Red Impact (ab 21279, 21314, 21349, 21437)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,4,0,1470,Sand Cone (ab 21438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,5,0,346,"Yellow Impact (ab 21438, 21444)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,6,0,983,Parry Debuff (ab 21319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,7,0,2248,Red AE Impact (ab 21279),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,8,0,1588,CAE Effect (ab 21349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,9,0,1641,Ground Stomp (ab 21491),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,1,0,68,"Buff Up Blue/Red (ab 21315, 21369, 21423)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,2,0,1565,AP Pool Buff (ab 21270),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,3,0,274,Armor Buff (ab 21271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,4,0,1339,"Offense Buff (ab 20091, 21296, 21304)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,5,0,2147,Green Buff Up (ab 21464),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,6,0,1831,AoE Pulse (ab 21423),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,7,0,1362,Heal Impact (ab 21423),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,8,0,812,Impact (ab 21423),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,9,0,778,AoE Cast (ab 21499),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,10,0,752,"Buff Impact (ab 21278, 21499)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,11,0,691,Sonic Shriek Cast (ab 21534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,12,0,2563,Weapon Buff (ab 21360),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,1,0,2537,Debuff Red Falling (ab 21478),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,2,0,1863,Sonic Screech Cast (ab 21537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,3,0,2022,Intimidating Mein Impact (ab 21535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,4,0,560,Sonic Screech Impact (ab 21537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,1,0,639,Shout Dust (ab 21433),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,2,0,1139,Abs Shield (ab 21420),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,1,0,2098,Dmg Shield Cast (ab 20088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,2,0,49,"Dmg Shield Impact (ab 20088, 21434)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,3,0,1347,Heal Impact (ab 21386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,4,0,104,AoE Explosion (ab 21359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,5,0,82,AoE Explosion Impact (ab 21359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,6,0,104,Cyclopean Resolve Cast (ab 21434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,7,0,321,Malediction Buff Impact (ab 21386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,1,0,639,Shout Dust (ab 21436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,2,0,50,"Red Impact (ab 21266, 21291, 21327, 21356)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,3,0,587,"Red Impact Explosion (ab 21329, 21346)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,5,0,1306,Burning Blood DoT Effect (ab 21292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,6,0,217,Staggering Blow Impact (ab 21267),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,7,0,49,"Orange Impact (ab 21337, 21347, 21357, 21381)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,8,0,159,Impact (ab 21382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,9,0,1081,Holy Aversion Debuff (ab 21385),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,10,0,927,Jugular Slash Impact (ab 21361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,11,0,2756,Parry Debuff (ab 21318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,1,0,614,Guard - Caster (ab 21268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,2,0,274,Armor Buff (ab 21293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,3,0,615,Guard - Target Ally (ab 21268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,1,0,1200,Inc Dmg Debuff Yellow (ab 21269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,2,0,501,"Impact Flash (ab 21272, 21285)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,3,0,2973,Bright Impact (ab 21306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,4,0,400,Slash Impact (ab 21330),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,5,0,661,CAE Cast (ab 21285),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,6,0,1281,Sweeping Strike Cast (ab 21308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,7,0,1896,Red Impact (ab 21308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,8,0,2980,"Hindering Cut Snare (ab 21272, 21331, 21479)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,1,0,2917,"Yellow Slash Impact (ab 21282, 21301, 21391)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,2,0,1406,"Red/Yellow Bloody Impact (ab 21283, 21302, 21392)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,3,0,49,Orange Impact (ab 21336),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,1,0,1382,AoE Cast (ab 21320),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,2,0,1344,"Buff Impact Effect (ab 21303, 21320, 21341)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,3,0,2687,Rage Buff (ab 21509),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,4,0,495,Passionate Loyalty Cast (ab 21303),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,1,0,900,PBAE Slash (ab 21307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,2,0,1539,Disarm Effects - Looping both hands (ab 21307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,1,0,2127,AP Debuff (ab 21510),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,2,0,639,Neigh of Slaying Cast (ab 21510),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,1,0,1708,Furious Fetlocks Cast (ab 21511),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,2,0,682,Yellow Pulse Impact (ab 21482),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,3,0,1603,Agile Defusion - Cast (ab 21470),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,4,0,564,Agile Defusion - Impact (ab 21470),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,5,0,2976,Yellow Flash Impact (ab 21395. 21511),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,6,0,775,Tombrobber's Regret AoE (ab 21395),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,7,0,522,Pillar AoE (ab 21383),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,8,0,556,Pillar Impact (ab 21383),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,9,0,2086,"Smokey Purple Flash (ab 21502, 21518)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,10,0,2782,AoE Cast (ab 21502),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,11,0,1361,Heal Impact (ab 21502),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,12,0,568,Relentless Assault Cast (ab 21482),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,1,0,535,Jarring Kick Impact (ab 21512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,2,0,331,Stun Looping (ab 21512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,2,1,52,Stun Animation (ab 21512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,1,0,2533,Debuff Impact (ab 21358),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,2,0,2224,"Green Impact (ab 21454, 21543)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,1,0,135,"Stun Effect (ab 21348, 21396)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,2,0,452,Explosion Effect (ab 21396),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,3,0,406,"Impact Effect (ab 21348, 21396)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,1,1,54,Knockdown Animation (ab 21351),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,1,0,565,Impact (ab 21351),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,1,0,1499,Healing Debuff (ab 21340),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,2,0,1412,AP Damage (ab 21328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,1,0,1200,Inc Dmg Debuff Yellow (ab 21339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,2,1,52,Stun Animation (ab 21457),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,2,0,729,Stun Effect (ab 21457),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,3,0,346,"Yellow Impact (ab 21384, 21393, 21500)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,4,0,1347,"Heal Impact (ab 21384, 21393)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,5,0,191,AoE Cast (ab 21500),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,6,0,248,Impact (ab 21500),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,1,0,2252,Green Impact Larger (ab 21456),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,2,0,2220,Green Red Impact (ab 21483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,4,0,1387,Green Impact Fang (ab 21461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,1,0,2136,AP Damage (ab 21465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,2,0,185,Snare Impact (ab 21466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,3,0,2126,Snare Looping (ab 21466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,1,0,2213,Poison Green Impact (ab 21462),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,1,0,117,Green Goo Cast (ab 21463),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
