,,,,0,Buff,Build Up,Action,Special,Play,Mount Build,MountAction,ActivateAgro,Suppress,Force in phase to be ## seconds,Max Playback Rate,,,,
4719,HighElf Healer flourish1,46,]cast ,0,0,,46,4719,1,,,0,,,,,,,
4720,HighElf Healer flourish2,43,]cast ,0,0,,43,4720,1,,,0,,,,,,,
4721,HighElf Healer flourish3,44,]cast ,0,0,,44,4721,1,,,0,,,,,,,
4722,HighElf MDPS acknowledge,45,]cast ,0,0,,45,4722,1,,,0,,,,,,,
4723,HighElf MDPS flourish1,46,]cast ,0,0,,46,4723,1,,,0,,,,,,,
4724,HighElf MDPS flourish2,43,]cast ,0,0,,43,4724,1,,,0,,,,,,,
4725,HighElf MDPS flourish3,44,]cast ,0,0,,44,4725,1,,,0,,,,,,,
4726,HighElf RDPS acknowledge,45,]cast ,0,0,,45,4726,1,,,0,,,,,,,
4727,HighElf RDPS flourish1,46,]cast ,0,0,,46,4727,1,,,0,,,,,,,
4728,HighElf RDPS flourish2,43,]cast ,0,0,,43,4728,1,,,0,,,,,,,
4729,HighElf RDPS flourish3,44,]cast ,0,0,,44,4729,1,,,0,,,,,,,
;,Animations: Korean Pre-Game (4650-4749) DarkElf,,,,,,,,,,,,,,,,,,
4730,DarkElf Tank acknowledge,45,]cast ,0,0,,45,4730,1,,,0,,,,,,,
4731,DarkElf Tank flourish1,46,]cast ,0,0,,46,4731,1,,,0,,,,,,,
4732,DarkElf Tank flourish2 (fidget),43,]cast ,0,0,,43,4732,1,,,0,,,,,,,
4733,DarkElf Tank flourish3,44,]cast ,0,0,,44,4733,1,,,0,,,,,,,
4734,DarkElf Healer acknowledge,45,]cast ,0,0,,45,4734,1,,,0,,,,,,,
4735,DarkElf Healer flourish1,46,]cast ,0,0,,46,4735,1,,,0,,,,,,,
4736,DarkElf Healer flourish2,43,]cast ,0,0,,43,4736,1,,,0,,,,,,,
4737,DarkElf Healer flourish3,44,]cast ,0,0,,44,4737,1,,,0,,,,,,,
4738,DarkElf MDPS acknowledge,45,]cast ,0,0,,45,4738,1,,,0,,,,,,,
4739,DarkElf MDPS flourish1,46,]cast ,0,0,,46,4739,1,,,0,,,,,,,
4740,DarkElf MDPS flourish2,43,]cast ,0,0,,43,4740,1,,,0,,,,,,,
4741,DarkElf MDPS flourish3,44,]cast ,0,0,,44,4741,1,,,0,,,,,,,
4742,DarkElf RDPS acknowledge,45,]cast ,0,0,,45,4742,1,,,1,,,,,,,
4743,DarkElf RDPS flourish1,46,]cast ,0,0,,46,4743,1,,,1,,,,,,,
4744,DarkElf RDPS flourish2,43,]cast ,0,0,,43,4744,1,,,1,,,,,,,
4745,DarkElf RDPS flourish3,44,]cast ,0,0,,44,4745,1,,,1,,,,,,,
4746,,,]cast ,0,0,,0,4746,1,,,1,,,,,,,
4747,,,]cast ,0,0,,0,4747,1,,,1,,,,,,,
4748,,,]cast ,0,0,,0,4748,1,,,1,,,,,,,
4749,,,]cast ,0,0,,0,4749,1,,,1,,,,,,,
;,Items Vanity Pets (4750-4799),,,,,,,,,,,,,,,,,,
4750,VAN_2HeadHound_01,,]cast ,958,958,,74,4750,1,,,0,,,,,,,
4751,VAN_ArmoredMite01,,]cast ,959,959,,74,4751,1,,,0,,,,,,,
4752,VAN_EM_DrummingBear,,]cast ,960,960,,74,4752,1,,,0,,,,,,,
4753,VAN_EM_PowderMonkey,,]cast ,961,961,,74,4753,1,,,0,,,,,,,
4754,VAN_FarSquig01,,]cast ,962,962,,74,4754,1,,,0,,,,,,,
4755,VAN_SnotlingBeggar01,,]cast ,963,963,,74,4755,1,,,0,,,,,,,
4756,VAN_SnotlingH_01,,]cast ,964,964,,74,4756,1,,,0,,,,,,,
4757,VAN_UglyHound01,,]cast ,965,965,,74,4757,1,,,0,,,,,,,
4758,VAN_CH_Ravenspawn_01,,]cast ,967,967,,74,4758,1,,,0,,,,,,,
4759,VAN_DarkSpite_01,,]cast ,968,968,,74,4759,1,,,0,,,,,,,
4760,VAN_Drake_01,,]cast ,969,969,,74,4760,1,,,0,,,,,,,
4761,VAN_DW_Hawk01,,]cast ,970,970,,74,4761,1,,,0,,,,,,,
4762,VAN_DWdog_01,,]cast ,971,971,,74,4762,1,,,0,,,,,,,
4763,VAN_Griffonling_01,,]cast ,972,972,,74,4763,1,,,0,,,,,,,
4764,VAN_Horror01,,]cast ,973,973,,74,4764,1,,,0,,,,,,,
4765,VAN_Imp_Skeleton01,,]cast ,974,974,,74,4765,1,,,0,,,,,,,
4766,VAN_IronHawk01,,]cast ,975,975,,74,4766,1,,,0,,,,,,,
4767,VAN_JackOLantern_01,,]cast ,976,976,,74,4767,1,,,0,,,,,,,
4768,VAN_Mannequin01,,]cast ,977,977,,74,4768,1,,,0,,,,,,,
4769,VAN_MidgetJester01,,]cast ,978,978,,74,4769,1,,,0,,,,,,,
4770,VAN_Owl01,,]cast ,979,979,,74,4770,1,,,0,,,,,,,
4771,VAN_Phoenix_01,,]cast ,980,980,,74,4771,1,,,0,,,,,,,
4772,VAN_TzeentchF_01,,]cast ,981,981,,74,4772,1,,,0,,,,,,,
4773,VAN_UglyHound02,,]cast ,982,982,,74,4773,1,,,0,,,,,,,
4774,VAN_YoungBoa_01,,]cast ,983,983,,74,4774,1,,,0,,,,,,,
4775,VAN_ColdOneRaptor_01,,]cast ,997,997,,75,4775,1,,,1,,,,,,,
4776,,,]cast ,0,0,,0,4776,1,,,1,,,,,,,
4777,,,]cast ,0,0,,0,4777,1,,,1,,,,,,,
4778,,,]cast ,0,0,,0,4778,1,,,1,,,,,,,
4779,,,]cast ,0,0,,0,4779,1,,,1,,,,,,,
4780,,,]cast ,0,0,,0,4780,1,,,1,,,,,,,
4781,,,]cast ,0,0,,0,4781,1,,,1,,,,,,,
4782,,,]cast ,0,0,,0,4782,1,,,1,,,,,,,
4783,,,]cast ,0,0,,0,4783,1,,,1,,,,,,,
4784,,,]cast ,0,0,,0,4784,1,,,1,,,,,,,
4785,,,]cast ,0,0,,0,4785,1,,,1,,,,,,,
4786,,,]cast ,0,0,,0,4786,1,,,1,,,,,,,
4787,,,]cast ,0,0,,0,4787,1,,,1,,,,,,,
4788,,,]cast ,0,0,,0,4788,1,,,1,,,,,,,
4789,,,]cast ,0,0,,0,4789,1,,,1,,,,,,,
4790,,,]cast ,0,0,,0,4790,1,,,1,,,,,,,
4791,,,]cast ,0,0,,0,4791,1,,,1,,,,,,,
4792,,,]cast ,0,0,,0,4792,1,,,1,,,,,,,
4793,,,]cast ,0,0,,0,4793,1,,,1,,,,,,,
4794,,,]cast ,0,0,,0,4794,1,,,1,,,,,,,
4795,,,]cast ,0,0,,0,4795,1,,,1,,,,,,,
4796,,,]cast ,0,0,,0,4796,1,,,1,,,,,,,
4797,,,]cast ,0,0,,0,4797,1,,,1,,,,,,,
4798,,,]cast ,0,0,,0,4798,1,,,1,,,,,,,
4799,,,]cast ,0,0,,0,4799,0,,,0,,,,,,,
;,End Items Vanity Pets (4750-4799),,,,,,,,,,,,,,,,,,
;,Start (4800-4899),,,,,,,,,,,,,,,,,,
4800,Solar Flare,,]cast 24646,8065,8065,,69,4800,1,,,1,,,,,,,
4801,Chaos Flare,,]cast 24648,5208,5208,,72,4801,1,,,1,,,,,,,
4802,Personal Preparation,,]cast 24650,22267,22267,,32,4802,1,,,1,,,,,,,
4803,Routed,,]cast 24651,8024,8024,,32,4803,1,,,1,,,,,,,
4804,Vigor of WAR (Order),,]cast 24652,8000,8000,,32,4804,1,,,1,,,,,,,
4805,Vigor of WAR (Destruction),,]cast 24653,5171,5171,,32,4805,1,,,1,,,,,,,
4806,Army Recall (Order),,]cast 24629,8032,8032,,32,4806,1,,,1,,,,,,,
4807,Army Recall (Destruction),,]cast 24630,5307,5307,,32,4807,1,,,1,,,,,,,
4808,Against All Odds,,]cast 24658,23177,23177,,32,4808,1,,,1,,,,,,,
4809,Skaven Skirmisher,,]cast 24561,23166,23166,,32,4809,1,,,1,,,,,,,
4810,Sneaky Infiltrator,Gutter Runner Stealth,]cast 24562,23162,23162,,32,4810,0,,,1,,,,,,,
4811,Loot Rights,,]cast 23598,22261,22261,,32,4811,1,,,1,,,,,,,
4812,Shield Against the Unworthy,Damage shield for Loot Rights,]cast 23599,22273,22273,,32,4812,1,,,1,,,,,,,
4813,Ram Carrier,,]cast ,23402,23402,,32,4813,0,,,0,,,,,,,
4814,ST Carrier,,]cast ,23406,23406,,32,4814,0,,,0,,,,,,,
4815,MT Carrier,,]cast ,23404,23404,,32,4815,0,,,0,,,,,,,
4816,Dismount,Dismount from FRCATTACH,]cast ,4478,4478,,32,4816,0,,,0,,,,,,,
4817,Fire Bomb,,]cast ,4569,4569,,32,4817,0,,,0,,,,,,,
4818,Chaos Fire Bomb,,]cast ,5102,5102,,32,4818,0,,,0,,,,,,,
4819,Armored Resource Carrier,,]cast ,22265,22265,,32,4819,0,,,0,,,,,,,
;,[Start] 4820 - 4889 -- Skaven Play-As-Monster,,,,,,,,,,,,,,,,,,
4820,Residual Charge,Warlock: Carrier Mechanic,]cast 24801,2547,2547,,32,4820,0,,,1,,,,,,,
4821,Stored Warp-Energy,Warlock: OnDeath PBAoE,]cast 24802,50520,50520,,32,4821,0,,,1,,,,,,,
4822,Warp Lightning,Warlock: Attack - Builds Mechanic,]cast 24804,50529,50529,,72,4822,1,,,1,,,,,,,
4823,Death Globe,Warlock: Finisher - Expends Mechanic,]cast 24805,50539,50539,,72,4823,1,,,1,,,,,,,
4824,Warpfire Thrower,Warlock: Channeled Attack,]cast 24806,50527,50527,,72,4824,1,,,1,,,,,,,
4825,Repair,Warlock: Repair siege - Remove Sabotage,]cast 24807,50512,50512,,137,4825,1,,,1,,,,,,,
4826,Doomrocket,Warlock: Projectile Weapon,]cast 24808,50541,50541,,72,4826,1,,,1,,,,,,,
4827,Warp Energy Accumulator,Warlock: Build static  AP regen unit,]cast 24818 24819,50537,50537,,21,4827,1,,,1,,,,,,,
4828,Warp Energy Condenser,Warlock: Build static power builder unit,]cast 24809 24810,50538,50538,,21,4828,1,,,1,,,,,,,
4829,Lingering Spite,GutterRunner: Carrier Mechanic,]cast 24820,22272,22272,,32,4829,1,,,1,,,,,,,
4830,Sweeping Blade,GutterRunner: Attack - Builds Mechanic,]cast 24821,50530,50530,,68,4830,1,,,1,,,,,,,
4831,Spin Slash,GutterRunner: Finisher - PBAoE Expends Mechanic,]cast 24822,50518,50518,,70,4831,1,,,1,,,,,,,
4832,Leap,GutterRunner: Utility - GT High Jump,]cast 24823,50505,50505,,35,4832,1,,,1,,,,,,,
4833,Snare Net,GutterRunner: Utility - Snare/Disable,]cast 24824,50517,50517,,67,4833,1,,,1,,,,,,,
4834,Gutter Run,GutterRunner: Special - Toggled Stealth,]cast 24825,50544,50544,,57,4834,1,,,1,,,,,,,
4835,Sabotage,GutterRunner: Special - Disable Siege,]cast 24826,50514,50514,,68,4835,1,,,1,,,,,,,
4836,Warped Rage,RatOgre: Carrier Mechanic,]cast ,23158,23158,,32,4836,1,,,1,,,,,,,
4837,Frenzy,RatOgre: Passive buff,]cast ,50543,50543,,32,4837,1,,,1,,,,,,,
4838,Claw,RatOgre: Attack - Builds Mechanic,]cast ,50533,50533,,67,4838,1,,,1,,,,,,,
4839,Savage Assault,RatOgre: Attack - Expends Mechanic,]cast ,50515,50515,,70,4839,1,,,1,,,,,,,
4840,Roar,RatOgre: Special - Stagger PBAoE,]cast ,50513,50513,,69,4840,1,,,1,,,,,,,
4841,Charge,"RatOgre: Special - Speed Increase, with AoE Knockback that does not apply resists",]cast ,50532,50532,,69,4841,1,,,1,,,,,,,
4842,Hurl,RatOgre: Special - Toss friendly target over wall,]cast ,2571,2571,,68,4842,1,,,1,,,,,,,
4843,Bash,"RatOgre: Special - DD against other players, or against a Keep Door",]cast ,50531,50531,,70,4843,1,,,1,,,,,,,
4844,Unstable,RatOgre: Special - Applied to Oil when Bash is used against Keep Doors,]cast ,23172,23172,,32,4844,1,,,1,,,,,,,
4845,Oil Spill,RatOgre: Special - AoE damage to those around Oil when it's used while affected by Unstable,]cast ,23405,23405,,32,4845,1,,,1,,,,,,,
4846,Gapping Wound,RatOgre: Savage Assault Full Mechanic Added Effect,]cast ,20265,20265,,32,4846,1,,,1,,,,,,,
4847,Overconfidence,PackMaster: Carrier Mechanic,]cast ,23158,23158,,32,4847,1,,,1,,,,,,,
4848,Verminous Valour,PackMaster: Passive Buff,]cast ,50525,50525,,32,4848,1,,,1,,,,,,,
4849,Thwap!,PackMaster: Attack/Buff - Builds Mechanic,]cast ,50522,50522,,67,4849,1,,,1,,,,,,,
4850,Thwap! Thwap!! Thwap!!!,PackMaster: DoT/HoT - Expends Mechanic,]cast ,50523,50523,,67,4850,1,,,1,,,,,,,
4851,Scurry Away!,PackMaster: Special - Self CC Clense and Speed Buff,]cast ,50516,50516,,69,4851,1,,,1,,,,,,,
4852,Strength in Numbers,PackMaster: Special - Scalling Combat Buff,]cast ,50521,50521,,68,4852,1,,,1,,,,,,,
4853,Rats of War,PackMaster: Special - Summon Swarm,]cast ,50510,50510,,68,4853,1,,,1,,,,,,,
4854,Mantrap,PackMaster: Special - Immobilize Target,]cast ,50506,50506,,67,4854,1,,,1,,,,,,,
4855,Festering Wound,PackMaster: Rats of War infection,]cast ,2432,2432,,32,4855,1,,,1,,,,,,,
4856,Spy,GutterRunner: Broadcast Enemy Locations,]cast ,50519,50519,,32,4856,1,,,1,,,,,,,
4857,Running with the Pack,Skaven Mount Ability,]cast ,50525,50525,,32,4857,1,,,1,,,,,,,
4858,,,]cast ,0,0,,0,4858,1,,,1,,,,,,,
4859,,,]cast ,0,0,,0,4859,1,,,1,,,,,,,
4860,Skaven PaM - FORM OF... A SKAVEN!,,]cast ,2438,2438,,69,4860,1,,,1,,,,,,,
4861,Sigmartide: Mark of the Hammer,Basic Event Reward,]cast ,4521,4521,,32,4861,1,,,1,,,,,,,
4862,,,]cast ,0,0,,0,4862,1,,,1,,,,,,,
4863,,,]cast ,0,0,,0,4863,1,,,1,,,,,,,
4864,Warp-Lightning Shell,Boss Skeetk: PBAoE Damage - PvE Cooldown,]cast ,50529,50529,,72,4864,1,,,1,,,,,,,
4865,Warp-Lightning Blast,Boss Skeetk: Single Target Lethal Damage,]cast ,50529,50529,,32,4865,1,,,1,,,,,,,
4866,Death Globe,Boss Skeetk: DoT Font at Target's Location,]cast ,50540,50540,,67,4866,1,,,1,,,,,,,
4867,Stored Warp-Energy,Boss Skeetk: Counters for Mass Attack,]cast ,50545,50545,,32,4867,1,,,1,,,,,,,
4868,Warp-Lightning Storm,Boss Skeetk: Mass Attack - Wide AoE Lethal Damage to all in LoS,]cast ,50529,50529,,67,4868,1,,,1,,,,,,,
4869,Warpfluid Exposure,Boss Throt: Counter on Player,]cast ,50528,50528,,32,4869,1,,,1,,,,,,,
4870,Unstable Plague,Boss Throt: Damage Buff with Chance to Explode,]cast ,50524,50524,,32,4870,1,,,1,,,,,,,
4871,Large and in Charge,Boss Throt: Passive Knockback,]cast ,5313,5313,,32,4871,1,,,1,,,,,,,
4872,Command Rat Ogre,"Boss Throt: Summons, and Maintains, Four Rat Ogres",]cast ,5171,5171,,32,4872,1,,,1,,,,,,,
4873,Creature-Killer,Boss Throt: Pulls Players into Boss,]cast ,2641,2641,,32,4873,1,,,1,,,,,,,
4874,Hungry,Boss Throt: Counter on Boss,]cast ,50502,50502,,68,4874,1,,,1,,,,,,,
4875,Ravenously Hungry,"Boss Throt: Boss Rampage, Killing 10 players",]cast ,50511,50511,,32,4875,1,,,1,,,,,,,
4876,Warpfluid Pool,"Boss Throt: Snare, and Applies 'Exposure'",]cast ,2575,2575,,32,4876,1,,,1,,,,,,,
4877,Inoculation,Boss Thanquol: Player buff to bypass Plagueshroud,]cast ,50503,50503,,32,4877,1,,,1,,,,,,,
4878,Warp Lightning,Boss Thanquol: DD Minor Damage,]cast ,50529,50529,,70,4878,1,,,1,,,,,,,
4879,Plagueshroud,Boss Thanquol: Major DD aura,]cast ,50508,50508,,32,4879,1,,,1,,,,,,,
4880,Cloud of Corruption,"Boss Thanquol: Debuff aruas, grant Inoculation when destroyed",]cast ,50535,50535,,32,4880,1,,,1,,,,,,,
4881,Howling Warpgale,Boss Thanquol: Disables Ranged attacks,]cast ,50501,50501,,67,4881,1,,,1,,,,,,,
4882,Reconstruction,Boss Thanquol: Bring back Boneripper,]cast ,0,0,,32,4882,1,,,1,,,,,,,
4883,Ground Smash,Boss Boneripper: AoE damage and knockback,]cast ,7926,7926,,70,4883,1,,,1,,,,,,,
4884,Warpfire Thrower,Boss Boneripper: Creates font of fire,]cast ,50526,50526,,70,4884,1,,,1,,,,,,,
4885,Concussion,Boss Concussive Trap: 10 second disable,]cast ,50536,50536,,32,4885,1,,,1,,,,,,,
4886,Explosion,"Boss ExplosiveTrap: Instant Kill, and creates Debris",]cast ,11021,11021,,32,4886,1,,,1,,,,,,,
4887,Mind-Numb,Boss Mind-Numbing Trap: AP Cost Debuff,]cast ,50507,50507,,32,4887,1,,,1,,,,,,,
4888,In Pursuit,Boss Throt: Rat Ogre Chases,]cast ,23166,23166,,69,4888,1,,,1,,,,,,,
4889,Being Pursued,Boss Throt: Rat Ogre Charge to Target,]cast ,22272,22272,,32,4889,1,,,1,,,,,,,
;,[End] 4820 - 4889 -- Skaven Play-As-Monster,,,,,,,,,,,,,,,,,,
4890,Impenetrable Keep (Dwarf),,]cast ,4420,4420,,32,4890,0,,,0,,,,,,,
4891,Impenetrable Keep (Greenskin),,]cast ,2586,2586,,32,4891,0,,,0,,,,,,,
4892,Impenetrable Keep (Empire),,]cast ,7991,7991,,32,4892,0,,,0,,,,,,,
4893,Impenetrable Keep (Chaos),,]cast ,5172,5172,,32,4893,0,,,0,,,,,,,
4894,Impenetrable Keep (High Elf),,]cast ,13387,13387,,32,4894,0,,,0,,,,,,,
4895,Impenetrable Keep (Dark Elf),,]cast ,11018,11018,,32,4895,0,,,0,,,,,,,
4896,Resource Carrier Escort,,]cast ,7993,7993,,32,4896,0,,,0,,,,,,,
4897,Warp Exposure,,]cast ,2572,2572,,32,4897,0,,,0,,,,,,,
4898,,,]cast ,0,0,,0,4898,1,,,1,,,,,,,
4899,,,]cast ,0,0,,0,4899,1,,,1,,,,,,,
;,End (4800-4899),,,,,,,,,,,,,,,,,,
4900,Blast of Aqshy,"Spamable, low-damage fireball",]cast ,7933,7933,,75,4900,1,,,1,,,,,,,
4901,Wrath of Aqshy,Summon Sprites - DoTs and Lifetap,]cast ,7957,7957,,72,4901,1,,,1,,,,,,,
4902,Grace of Aqshy,Mass Resurrection,]cast ,13415,13415,,73,4902,1,,,1,,,,,,,
4903,Unquenchable Fires of Aqshy,GTPBoE Lava Drop - High Damage ,]cast ,7912,7912,,72,4903,1,,,1,,,,,,,
4904,Aspect of Fire,Sigmartide Play-as-Monster,]cast ,7911,7911,,32,4904,1,,,1,,,,,,,
4905,Aqshy's Conversion,Damage reflection with healing,]cast ,7976,7976,,72,4905,1,,,1,,,,,,,
4906,Heroic Defender,Buff for successful keep defense,]cast ,26,26,,32,4906,1,,,1,,,,,,,
4907,Armor Platting,Ram Buff,]cast ,80,80,,32,4907,1,,,1,,,,,,,
4908,Repairing the Door,Animation done through Action List,]cast ,0,0,,32,4908,1,,,1,,,,,,,
4909,Summon Mercs,,]cast ,23177,23177,,78,4909,1,,,1,,,,,,,
4910,Warpfield Corruption,,]cast ,50520,50520,,32,4910,1,,,1,,,,,,,
4911,Fortress Buffs,,]cast ,50542,50542,,32,4911,1,,,1,,,,,,,
4912,,,]cast ,0,0,,0,4912,1,,,1,,,,,,,
4913,Blessings of Stone,,]cast ,237,237,,32,4913,1,,,1,,,,,,,
4914,Elixir of Endless Stone,,]cast ,20338,20338,,32,4914,1,,,1,,,,,,,
4915,,,]cast ,0,0,,0,4915,1,,,1,,,,,,,
4916,,,]cast ,0,0,,0,4916,1,,,1,,,,,,,
4917,,,]cast ,0,0,,0,4917,1,,,1,,,,,,,
4918,,,]cast ,0,0,,0,4918,1,,,1,,,,,,,
4919,,,]cast ,0,0,,0,4919,1,,,1,,,,,,,
4920,Portable Mailbox,4 Year Anniversary,]cast ,902,902,,32,4920,1,,,1,,,,,,,
4921,Frenzy,Daemonic Gifts Live Event Reward,]cast ,11020,11020,,0,4921,1,,,1,,,,,,,
4922,,,]cast ,0,0,,0,4922,1,,,1,,,,,,,
4923,,,]cast ,0,0,,0,4923,1,,,1,,,,,,,
4924,,,]cast ,0,0,,0,4924,1,,,1,,,,,,,
4925,,,]cast ,0,0,,0,4925,1,,,1,,,,,,,
4926,,,]cast ,0,0,,0,4926,1,,,1,,,,,,,
4927,,,]cast ,0,0,,0,4927,1,,,1,,,,,,,
4928,,,]cast ,0,0,,0,4928,1,,,1,,,,,,,
4929,,,]cast ,0,0,,0,4929,1,,,1,,,,,,,
4930,,,]cast ,0,0,,0,4930,1,,,1,,,,,,,
4931,,,]cast ,0,0,,0,4931,1,,,1,,,,,,,
4932,,,]cast ,0,0,,0,4932,1,,,1,,,,,,,
4933,,,]cast ,0,0,,0,4933,1,,,1,,,,,,,
4934,,,]cast ,0,0,,0,4934,1,,,1,,,,,,,
4935,,,]cast ,0,0,,0,4935,1,,,1,,,,,,,
4936,,,]cast ,0,0,,0,4936,1,,,1,,,,,,,
4937,,,]cast ,0,0,,0,4937,1,,,1,,,,,,,
4938,,,]cast ,0,0,,0,4938,1,,,1,,,,,,,
4939,,,]cast ,0,0,,0,4939,1,,,1,,,,,,,
;,Daemonic Gifts Live Event PAM,,,,,,,,,,,,,,,,,,
4940,Savage Bite,,]cast ,5304,5304,,67,4940,1,,,1,,,,,,,
4941,Bloodthirsty Howl,,]cast ,5169,5169,,69,4941,1,,,1,,,,,,,
4942,Crush Hands,,]cast ,5201,5201,,68,4942,1,,,1,,,,,,,
4943,Savage Lunge,,]cast ,2605,2605,,70,4943,1,,,1,,,,,,,
4944,Daemon Fury,,]cast ,22257,22257,,69,4944,1,,,1,,,,,,,
4945,Daemonic Pierce,,]cast ,5188,5188,,67,4945,1,,,1,,,,,,,
4946,Blood Strike,,]cast ,10949,10949,,68,4946,1,,,1,,,,,,,
4947,Bloody Roar,,]cast ,23158,23158,,69,4947,1,,,1,,,,,,,
4948,Slamming Blow,,]cast ,5199,5199,,70,4948,1,,,1,,,,,,,
4949,Pierced Wound,,]cast ,2625,2625,,67,4949,1,,,1,,,,,,,
4950,Achilles Tear,,]cast ,5191,5191,,68,4950,1,,,1,,,,,,,
4951,Smash,,]cast ,5177,5177,,70,4951,1,,,1,,,,,,,
4952,Body Rush,,]cast ,11022,11022,,70,4952,1,,,1,,,,,,,
4953,,,]cast ,,,,0,4953,1,,,1,,,,,,,
4954,,,]cast ,,,,0,4954,1,,,1,,,,,,,
4955,,,]cast ,,,,0,4955,1,,,1,,,,,,,
4956,,,]cast ,,,,0,4956,1,,,1,,,,,,,
4957,,,]cast ,,,,0,4957,1,,,1,,,,,,,
4958,,,]cast ,,,,0,4958,1,,,1,,,,,,,
4959,,,]cast ,,,,0,4959,1,,,1,,,,,,,
4960,,,]cast ,,,,0,4960,1,,,1,,,,,,,
4961,,,]cast ,,,,0,4961,1,,,1,,,,,,,
4962,,,]cast ,0,0,,0,4962,1,,,1,,,,,,,
4963,,,]cast ,0,0,,0,4963,1,,,1,,,,,,,
4964,,,]cast ,0,0,,0,4964,1,,,1,,,,,,,
4965,,,]cast ,0,0,,0,4965,1,,,1,,,,,,,
4966,,,]cast ,0,0,,0,4966,1,,,1,,,,,,,
4967,,,]cast ,0,0,,0,4967,1,,,1,,,,,,,
4968,Whack a Troll,Stone Troll Slaughter Event,]cast ,10950,10950,,23,4968,1,,,1,,,,,,,
4969,Drink (dwarf),,]cast ,996,996,,112,4969,1,,,1,,,,,,,
4970,Drink (orc),,]cast ,995,995,,112,4970,1,,,1,,,,,,,
4971,Live Event Doomfist Munitions,,]cast 15213,265,265,,23,4971,1,,,1,,,,,,,
4972,Live Event Coin Increase,,]cast ,266,266,,0,4972,1,,,1,,,,,,,
4973,Live Event Experience Increase,,]cast ,248,248,,0,4973,1,,,1,,,,,,,
4974,Live Event Renown Increase,,]cast ,268,268,,0,4974,1,,,1,,,,,,,
4975,Hung Over,Keg's End event,]cast ,524,524,,0,4975,1,,,1,,,,,,,
4976,Mini Keg,Keg's End event,]cast ,524,524,,0,4976,1,,,1,,,,,,,
4977,Pony Keg,Keg's End event,]cast ,524,524,,0,4977,1,,,1,,,,,,,
4978,Party Keg,Keg's End event,]cast ,0,0,,0,4978,1,,,1,,,,,,,
4979,Marauder Mutation test Abil,,]cast 14180,5193,5193,,46,4979,1,,,1,,,,,,,
4980,Apprentice,,]cast ,82,82,,32,4980,1,,,1,,,,,,,
4981,Master,,]cast ,81,81,,32,4981,1,,,1,,,,,,,
4982,Twin-Tailed Blessing,,]cast ,7925,7925,,32,4982,1,,,1,,,,,,,
4983,Teleporting,,]cast ,0,0,222,0,4983,1,,,1,,,,,,,
4984,Pain and Pleasure,,]cast ,23525,23525,,74,4984,1,,,1,,,,,,,
4985,Bloodletter Frenzy,,]cast ,23500,23500,,69,4985,1,,,1,,,,,,,
4986,Fixating Gaze,,]cast ,23503,23503,,69,4986,1,,,1,,,,,,,
4987,Introspection,,]cast ,23501,23501,,73,4987,1,,,1,,,,,,,
4988,Rain of Squigs,,]cast ,23502,23502,,70,4988,1,,,1,,,,,,,
4989,Plague,,]cast ,23524,23524,,74,4989,1,,,1,,,,,,,
4990,Coming Change,,]cast ,23526,23526,,70,4990,1,,,1,,,,,,,
4991,Wreath of Fire,,]cast ,23527,23527,,76,4991,1,,,1,,,,,,,
4992,Glory of War,,]cast 15147,2478,2478,,73,4992,1,,,1,,,,,,,
4993,Charger's Charm,,]cast 15148,5125,5125,,69,4993,1,,,1,,,,,,,
4994,Drink - Order,,]cast ,23531,23531,,112,4994,1,,,1,,,,,,,
4995,Drink - Destro,,]cast ,23530,23530,,112,4995,1,,,1,,,,,,,
4996,City PQ player died,,]cast ,0,0,,0,4996,1,,,1,,,,,,,
4997,Resolute Defense,,]cast  14271,80,80,,73,4997,1,,,1,,,,,,,
4998,Quitter,,]cast 17051,2490,2490,,32,4998,1,,,1,,,,,,,
4999,Celebration!,Live event. Currently set for July 4th. Re-usable.,]cast ,366,366,,0,4999,1,,,1,,,,,,,
;,;This is no longer a hard stop!  Huzzah!,,,,,,,;,,,,,,,,,,,
5000,,Ability training test block,Monster 1,,,,,5000,1,,,,,,,,,,
5001,,Ability training test block,Monster 1,,,,,5001,1,,,,,,,,,,
5002,,Ability training test block,Monster 1,,,,,5002,1,,,,,,,,,,
5003,,Ability training test block,Monster 1,,,,,5003,1,,,,,,,,,,
5004,,Ability training test block,Monster 1,,,,,5004,1,,,,,,,,,,
5005,,Ability training test block,Monster 1,,,,,5005,1,,,,,,,,,,
5006,,Ability training test block,Monster 1,,,,,5006,1,,,,,,,,,,
5007,,Ability training test block,Monster 1,,,,,5007,1,,,,,,,,,,
5008,,Ability training test block,Monster 1,,,,,5008,1,,,,,,,,,,
5009,,Ability training test block,Monster 1,,,,,5009,1,,,,,,,,,,
5010,,Ability training test block,Monster 1,,,,,5010,1,,,,,,,,,,
5011,,Ability training test block,Monster 1,,,,,5011,1,,,,,,,,,,
5012,,Ability training test block,Monster 2,,,,,5012,1,,,,,,,,,,
5013,,Ability training test block,Monster 2,,,,,5013,1,,,,,,,,,,
5014,,Ability training test block,Monster 2,,,,,5014,1,,,,,,,,,,
5015,,Ability training test block,Monster 2,,,,,5015,1,,,,,,,,,,
5016,,Ability training test block,Monster 2,,,,,5016,1,,,,,,,,,,
5017,,Ability training test block,Monster 2,,,,,5017,1,,,,,,,,,,
